"logFC.group_allWT.12"	"logFC.group_allWT.16"	"logFC.group_allWT.2"	"logFC.group_allWT.24"	"logFC.group_allWT.4"	"logFC.group_allWT.6"	"logFC.group_allWT.8"	"logCPM"	"LR"	"PValue"	"FDR"
"ENSMUSG00000024830"	-0.0581835260126258	0.111399629482295	-0.0805783464116618	0.225850413969412	-0.245932257974869	-0.189294267800135	-0.14010849218291	4.14392817662961	33.9656345479391	1.74815589674393e-05	6.25784702792398e-05
"ENSMUSG00000004865"	0.0357555965957716	-0.0596399361233978	0.290537766408316	-0.0569279248294204	0.273317097879452	0.430781356068862	0.239531642084897	4.34377293953462	33.9640475582393	1.74935152278438e-05	6.2605606773384e-05
"ENSMUSG00000003762"	-0.236503700278446	-0.364563027222663	-0.0596806024236418	-0.00231912264215356	-0.273914384879296	-0.462028082764019	-0.409469208376639	4.31958000700048	33.9634558229126	1.74979753882306e-05	6.2605909441061e-05
"ENSMUSG00000022811"	-0.137691042076118	-0.102232890220722	0.217918794968	-0.0617103910989028	0.196254051248347	0.259693726123592	0.0988660330700718	4.73378352754693	33.9603966617739	1.75210515405025e-05	6.26728013603774e-05
"ENSMUSG00000067825"	-0.647834656543384	-0.541885635056649	-0.442686874328968	-0.245839020028397	-0.055728191482987	-0.444602711464538	-0.27778901864763	5.09208266886425	33.9491722465174	1.76059789007019e-05	6.29608463162316e-05
"ENSMUSG00000041126"	-0.267732281950053	-0.499379428401889	0.0285475603599552	-0.436904231914052	-0.113991010697261	-0.149473872985672	-0.131942045921371	4.27072433126806	33.9461943396879	1.76285789575847e-05	6.30259139742934e-05
"ENSMUSG00000025223"	0.216716603559797	0.235434761693424	0.0496392268386619	0.526996326467414	0.159275252427743	0.170596949036898	0.246290656062962	5.34151049198808	33.9352648197818	1.77117720810566e-05	6.33075280878737e-05
"ENSMUSG00000004931"	0.36042330558518	0.358101788136071	0.086610765347058	0.406007895509235	0.017058108491744	0.0833143772788845	0.363416766751792	5.32867132281244	33.9275729258731	1.77705539440064e-05	6.35017696880228e-05
"ENSMUSG00000026781"	-0.291423883381027	-0.288348394971596	-0.046564825330545	-0.28165322261039	-0.392808821957436	-0.347398757547439	-0.308312887047293	7.412493489216	33.921993048625	1.78133164573669e-05	6.3638684612236e-05
"ENSMUSG00000025991"	0.559314548504549	0.715663200239883	0.129084265250269	0.827391094610944	0.391399389016044	0.654691290654497	0.575942137643662	12.6667791733538	33.8944143176678	1.80261718407759e-05	6.43830421112884e-05
"ENSMUSG00000001285"	0.0772072885692751	0.0759229515584849	-0.0621482876077465	0.0277720050367474	-0.230402433550953	-0.373858353663104	-0.274080920930388	3.92297121942631	33.8845538393915	1.81028852937995e-05	6.46408991224567e-05
"ENSMUSG00000052137"	-0.339810067130668	0.0344938032808882	0.261265707443735	-0.167091103491522	0.308777776415081	0.713521200076826	0.423125053960687	1.78437404565607	33.8719238436456	1.82016174223584e-05	6.49772310576607e-05
"ENSMUSG00000041075"	-0.0549804220357804	-0.204602147295333	-0.203340124561135	-0.881475551909624	0.0663575355620544	-0.217707187839666	-0.00674073758931985	3.79932798806744	33.8655692873332	1.8251494053301e-05	6.51390314079896e-05
"ENSMUSG00000071793"	0.253505835809287	0.260607083008191	0.213356439909348	-0.284759310772247	0.425664662000101	0.497391989012443	0.36430519939381	3.10263951738704	33.8644266703656	1.82604767397225e-05	6.51548382024812e-05
"ENSMUSG00000022314"	0.0797604448922283	0.0986129883745905	0.198696237255371	0.0965027003546643	0.263569394316496	0.397016100476272	0.199029914263496	5.59417053313518	33.8391234628928	1.84605230387709e-05	6.58521973669244e-05
"ENSMUSG00000027199"	-0.616695921238648	-0.69538744965183	-0.0812232589281632	-0.604079365221302	-0.55900440809086	-0.765960163535307	-0.631325055353489	2.33530927137841	33.8342191255082	1.84995467429197e-05	6.59749538379101e-05
"ENSMUSG00000028104"	-0.0866316330355764	-0.281415075002785	-0.0787589962665808	0.109650117786061	-0.298991385811767	-0.613073994728795	-0.585028809561365	2.48988352455216	33.8314259532154	1.85218084296176e-05	6.60378856244626e-05
"ENSMUSG00000030447"	-0.266566365996688	-0.232397532386459	-0.132769013569617	-0.0856432577220355	-0.258285354067527	-0.326135788942138	-0.377511963055901	5.36041738619354	33.8243307573398	1.85784766805084e-05	6.62234290843831e-05
"ENSMUSG00000037103"	0.239760077124259	0.199363397575384	-0.631528387978094	-0.0494574040287154	-0.100329597341039	-0.566752892949248	-0.228709317094241	2.02915433576129	33.8232622556906	1.85870254931565e-05	6.62373999392488e-05
"ENSMUSG00000039018"	-0.0209503497093927	0.0988575432402861	-0.0672609332633766	0.228187235322857	-0.285370159409255	-0.319136698793509	-0.131652638904366	4.1414500083472	33.8013450824931	1.87632406882932e-05	6.684871707373e-05
"ENSMUSG00000110631"	-1.3413664556902	-0.172594934225497	0.460117414415838	0.000218142236159625	-0.0412198308557311	-1.13747892403711	-0.85615267749103	4.62255113490601	33.8006976626546	1.87684710393332e-05	6.68507054097035e-05
"ENSMUSG00000011382"	-0.22954043595309	-0.0883782160304742	-0.104403281730047	0.0271717478124221	-0.230653967308738	-0.288823752340862	-0.26754901868991	7.29368712848316	33.7899605061649	1.88554246650117e-05	6.71437073437001e-05
"ENSMUSG00000117322"	1.6288662938438	1.81513401512146	-0.090533522589182	1.66993716863814	0.932943517163402	0.351698335805506	1.34823330127083	-1.15727883351289	33.7864499231144	1.88839411089713e-05	6.72285218679176e-05
"ENSMUSG00000079104"	-0.129241763550908	-0.0421909999082948	-0.13165963674152	0.168895099543563	0.293713600948111	0.249292835131987	0.165774071168553	4.14760778472787	33.7780038303988	1.89527236488868e-05	6.74566094448438e-05
"ENSMUSG00000003949"	-0.163806798485245	-0.282704793941823	0.0322165811749366	-0.00446123421585306	0.165804901440616	0.121166589857111	0.112202666349323	5.66679244886731	33.7614125112412	1.90885612268407e-05	6.79231867778257e-05
"ENSMUSG00000047459"	0.172461018760543	0.211579716500538	-0.0888331442712431	0.183150090323056	-0.0540899952212206	-0.12830167090351	0.0496492758431247	5.65193312884244	33.7521886551585	1.91644956479193e-05	6.81764305645027e-05
"ENSMUSG00000029147"	0.142508096005975	0.158761471996316	0.138634354947048	-0.0347074708958395	0.254838480752424	0.390496182032964	0.207194176913049	5.4805179901926	33.7430000169847	1.92404373422075e-05	6.84295743207319e-05
"ENSMUSG00000035910"	0.383374088301498	0.678310042419248	-0.349605658067223	-0.109799421553212	-0.41981163629713	0.143952798112105	0.401640720010293	0.624364254116649	33.741863917021	1.92498475736426e-05	6.84460285993237e-05
"ENSMUSG00000029648"	0.143995976236308	0.404575702590938	0.463302236261284	0.198995214196258	0.512058788047638	0.58114758148093	0.563655183317239	3.80570455053582	33.7294424133939	1.93530315544284e-05	6.87958199952202e-05
"ENSMUSG00000026767"	-0.329813862171966	-0.304895731350428	0.0981378002386075	-0.21327827041039	-0.0477565983450398	-0.073227576189083	-0.160024415040585	4.61863985421119	33.7269908777741	1.93734607513252e-05	6.88361441042848e-05
"ENSMUSG00000031502"	0.282512871182053	0.514735538260344	0.21440505503761	0.238031421214707	0.173563710411693	0.00749762592226236	0.152193812999043	5.37680039420675	33.7269265344637	1.93739972258845e-05	6.88361441042848e-05
"ENSMUSG00000058806"	0.592140190757478	0.809170995559818	0.306294510891791	0.512117168058662	0.703883034933864	0.548229084556324	0.813529753602303	2.98046420143672	33.7015485068253	1.95867417828708e-05	6.95747520926801e-05
"ENSMUSG00000044952"	0.304281871423733	0.253408701103875	0.0534370454109303	0.0603366636265229	0.274521117213175	0.25807018945715	0.538947795562246	3.57945337812661	33.6894484072543	1.96889894519225e-05	6.99205909848863e-05
"ENSMUSG00000032409"	-0.143136863501614	0.200783876135708	-0.144822117475186	0.245399245983489	-0.179840039163012	-0.182328746886041	-0.302498285195031	3.76271335770819	33.6875032307151	1.97054756939845e-05	6.9961773257948e-05
"ENSMUSG00000003680"	0.0527169655686677	0.0181516054415776	-0.589460772737807	-0.045157977840995	-0.600009090162192	-0.667833697951685	-0.0991578612410239	1.75135013436524	33.6858591866379	1.97194203548853e-05	6.99939137776481e-05
"ENSMUSG00000024346"	-0.387255799603886	-0.273776792019857	-0.0145754662040551	0.0205954333074962	-0.0567920412758047	-0.198929979724873	-0.184902482339521	4.03646199557358	33.6848869848599	1.97276710929402e-05	7.00058328367532e-05
"ENSMUSG00000002733"	-0.149791932345772	-0.202114102186971	0.131857035939968	-0.191232394800068	0.152372080053403	0.167473366041788	0.0544002261537662	4.05778952521536	33.6809058124267	1.97614935691415e-05	7.01084676387992e-05
"ENSMUSG00000022214"	-0.123237598655302	-0.247126841676519	-0.123828710167672	-0.177634452044358	-0.314045646798657	-0.343418193860224	-0.286302006278199	8.36250523294992	33.671076058963	1.9845249233403e-05	7.03881571719212e-05
"ENSMUSG00000044433"	-0.0634019263398158	-0.239849553473511	-0.329437944849723	-0.489574796189993	-0.137357429157168	-0.128125348576685	0.0952474294792029	4.12937940739063	33.669282871659	1.98605661545772e-05	7.04082413723877e-05
"ENSMUSG00000051557"	-0.633742938497774	-0.615759602903241	-0.190467401236636	-0.41193580211662	-0.143483047804155	-0.323870805054198	-0.527316991790379	2.56946410257562	33.6692609381658	1.98607535769469e-05	7.04082413723877e-05
"ENSMUSG00000110597"	-1.24103221833779	-1.52618635373696	-1.40259748510323	-1.35595320299368	-1.51968045975041	-2.66433969188403	-2.19573454811415	-0.7183140769419	33.6677683510912	1.98735118919575e-05	7.04360188630489e-05
"ENSMUSG00000020077"	-0.406726260225466	-0.416579469314047	0.170464495203168	-0.188345338958368	0.0380936703477086	-0.275858408889172	-0.253331650943261	2.35439655263311	33.6660539853443	1.98881759310028e-05	7.04705352206013e-05
"ENSMUSG00000044250"	0.173967145609784	0.23483739040944	-0.549387171241737	0.412087048431455	-0.188823854006481	-0.589337298379421	-0.513353501662868	0.794012175577103	33.6609676877141	1.99317452408021e-05	7.06074302811083e-05
"ENSMUSG00000027387"	-0.981174011135212	-0.996163859551207	-0.280845907185477	-0.677127246951742	-0.220456179833595	-0.333126374062742	-0.487083109359207	1.45564226680146	33.6591434624646	1.9947394585388e-05	7.06453766652802e-05
"ENSMUSG00000009905"	0.227997235895563	0.179278607714826	-0.137032756618717	0.106037288531288	0.046751219359696	0.308525115025262	0.413315218503286	4.35392142199009	33.6568088764325	1.99674398614874e-05	7.06988689775208e-05
"ENSMUSG00000029030"	0.0655509654682989	0.144292475471379	-0.187626892584509	0.115530837057665	-0.147029731440128	-0.12562668580804	-0.0486439396181327	5.34769942561011	33.6498568668683	2.00272494955723e-05	7.08897960487814e-05
"ENSMUSG00000033499"	-0.371036723642565	-0.183099373270367	0.0376528014098317	-0.123360037794257	0.0347261327978256	-0.0158119162323512	-0.151493236031608	6.29399119843384	33.6493900003643	2.00312723948297e-05	7.08897960487814e-05
"ENSMUSG00000037712"	-0.190054686715589	-0.112799604318497	-0.175433025582008	-0.248865920178794	-0.444874645466841	-0.25235917897419	-0.0483186407769101	6.15148762414333	33.6402394443943	2.01102826060957e-05	7.11518109614286e-05
"ENSMUSG00000027624"	-0.206362613168367	-0.769698849948251	-0.35280313713929	-0.477127565079281	-0.80174843437898	-0.979658967911154	-0.837623471584742	1.80699815259795	33.6383037780208	2.01270355357601e-05	7.11934794674054e-05
"ENSMUSG00000102869"	-0.0263052372125105	0.174599143219929	0.0535596147455712	0.254612464707694	0.209080932907482	0.286562466523921	0.180423701343302	6.8867266570214	33.6359279682796	2.01476167245525e-05	7.12486653719469e-05
"ENSMUSG00000060703"	0.184364062018234	0.0496699300473538	0.22496226693404	0.0160358145479716	0.315233486072203	0.314700993491387	0.336528796223931	7.67096482696427	33.632342316705	2.01787179820193e-05	7.13410172687751e-05
"ENSMUSG00000111375"	0.717243303184028	0.30823674477101	-0.616154181438882	0.246068818064797	-0.198230799121279	-0.175815393804919	0.0989986148919253	1.22556897349229	33.6210533339934	2.02769470278629e-05	7.16705924097487e-05
"ENSMUSG00000021911"	-0.0439461666657056	0.146824197266244	0.237807501658165	0.0631813274216105	0.3681875539657	0.429107999472022	0.225980389821941	3.9265870042831	33.6113044773057	2.03621555760921e-05	7.19539940683443e-05
"ENSMUSG00000074213"	-1.81432819573747	-1.79502819401363	-1.53632370919204	-0.245344076299418	-2.41502767758907	-1.27989652406604	-0.994865093264293	-1.50761070712768	33.6001232604056	2.04603197577169e-05	7.22830259489911e-05
"ENSMUSG00000039298"	-0.103574544778144	-0.152409520225116	-0.102393768627379	-0.191611236643663	-0.556287327478134	-0.696631305059011	-0.785048476732158	2.04297138590453	33.5840703554228	2.06020736261487e-05	7.27575255258113e-05
"ENSMUSG00000039234"	0.411822710202129	0.513115479544434	0.377851083631248	0.30936308215729	0.507833788438611	0.314699392172036	0.412549995808012	6.62030872945187	33.583762561278	2.06048010505023e-05	7.27575255258113e-05
"ENSMUSG00000037210"	0.325670367733807	0.40457264260966	0.0695527337430191	0.326715464001966	0.109456832553298	0.0497481791094236	0.232916574001985	4.02396349881266	33.5761321401826	2.06725300421216e-05	7.29786725493895e-05
"ENSMUSG00000017288"	0.0940100841091084	0.202577697874632	-0.0221460359013291	0.249615595459459	-0.105990359738086	-0.0286752568958379	0.00433036735177404	4.89161228858478	33.5743292912884	2.06885645983547e-05	7.30172625242377e-05
"ENSMUSG00000005043"	0.0214064231797342	0.089656204004093	-0.422193181725251	-0.0928100692956888	-0.53439017841365	-0.506293655805942	-0.400732575678755	3.02770023793996	33.5694317870189	2.0732185199631e-05	7.31531703665403e-05
"ENSMUSG00000032458"	0.188429192831713	0.226744581151128	-0.0433111943639421	0.135818831504795	-0.0380053503360822	-0.0330497966933156	-0.0215703096698252	6.9268300039039	33.568010574745	2.07448605381926e-05	7.31707822495971e-05
"ENSMUSG00000022774"	0.00528296153205364	0.159001007396893	0.047856022738845	-0.141717773108065	0.0486872298770269	0.360943377498436	0.417007929668193	3.79556955963481	33.5677254385745	2.0747404500043e-05	7.31707822495971e-05
"ENSMUSG00000024145"	0.279289502585893	0.246892303486098	0.220403250062446	0.115815123558841	0.507882583034687	0.930265733946718	0.605368384017804	1.73556583721878	33.5452160670717	2.09492083610722e-05	7.38642861582605e-05
"ENSMUSG00000019849"	-0.230083912013143	-0.262141079184584	0.118716429348189	-0.177431308778269	-0.0802844580763774	-0.199897855951282	-0.182657785542885	5.23527245154912	33.536950719946	2.10237963888846e-05	7.41090117595864e-05
"ENSMUSG00000031805"	-0.290585296010991	0.0144213308854216	-0.0279490514822139	0.24547084362453	-0.277074294676583	-0.641288741539593	-0.370048340282908	3.48522542291994	33.5299208780351	2.10874417264794e-05	7.43150532567655e-05
"ENSMUSG00000021669"	-0.305728287759931	0.0126417512926866	-0.333944926690632	-0.101926902116729	-0.353048307273891	-0.114121638894369	-0.289114181813708	4.968111408582	33.5144491968206	2.12281883209681e-05	7.47926418361024e-05
"ENSMUSG00000024978"	-0.580432870185852	-0.404171792119093	-0.463906484210183	-0.360201170296281	-0.568276564883224	-0.640529452881639	-0.24640688356485	7.76439483097069	33.5115456078037	2.1254705800314e-05	7.48655781254018e-05
"ENSMUSG00000063232"	0.0948492646904334	-0.0816417304295127	0.306284911874443	-0.342346503249357	0.181054580924262	0.141905310198289	0.269601845286593	6.36391426113911	33.5110369596112	2.12593544816542e-05	7.48655781254018e-05
"ENSMUSG00000028669"	0.190725233185667	0.165421133808917	-0.191641550284532	-0.0512922283740307	-0.339896019984005	-0.182085229533154	-0.0660098764417864	4.40346996190984	33.5037168872479	2.13263662350451e-05	7.50830826995632e-05
"ENSMUSG00000106847"	0.520608599389431	0.57275084979971	0.303790957450083	0.314807457920609	0.485564228764989	0.497025056341354	0.657629363717064	3.18842927552807	33.49836028887	2.13755357092706e-05	7.52315925586472e-05
"ENSMUSG00000003344"	-0.256041104865717	-0.296538417560441	-0.291859163738724	-0.215211052526012	-0.466076102180152	-0.641543442214499	-0.360968870095147	4.58092915549224	33.4979763223326	2.13790645333701e-05	7.52315925586472e-05
"ENSMUSG00000022009"	0.412288441672875	0.219056256439684	-0.289354263170064	0.0117747136222642	0.229205226589167	0.0591096531809555	-0.025855874417718	2.7947020512272	33.4886096406031	2.14653272863132e-05	7.55165731036561e-05
"ENSMUSG00000037519"	0.0918194791230915	0.135216767215708	0.172029241494105	0.112925312397781	0.344410580478669	0.414587803364671	0.284602612348422	5.07013183310457	33.4675743779997	2.16603093263121e-05	7.61838018291231e-05
"ENSMUSG00000074743"	-0.144840834819298	0.399627315065069	0.931522549228832	0.658374252070127	0.517093030116063	0.0753969988195111	0.565096527654034	2.43550722927057	33.4577066088847	2.17523794150569e-05	7.6488828869657e-05
"ENSMUSG00000033191"	-0.242051524152675	-0.370090914306355	0.194390464700489	-0.223691114451533	0.107989868815464	-0.0364070507257019	-0.0136467437448593	4.13741781654379	33.4554943071155	2.17730741197308e-05	7.65427873476924e-05
"ENSMUSG00000018623"	2.7470671858292	2.61704811502924	0.347010769091381	2.36375406551468	0.969846670777525	2.36569673597736	2.45151428746004	-0.495199625090355	33.4437142808048	2.18835973815455e-05	7.69124321628968e-05
"ENSMUSG00000037600"	0.0838489517942138	-0.130465549566601	-0.540052737001043	0.0494575225298405	-0.757879142893271	-0.669951321326777	-0.553101822936714	2.13168435017572	33.4401032023729	2.19175884799157e-05	7.70129803464227e-05
"ENSMUSG00000041936"	-0.0442581648193141	-0.142417963711585	0.0507726338013173	-0.254146829091405	-0.0442865324566632	-0.423594297989031	-0.275873983197674	5.26907124038404	33.4319524706415	2.19945034938275e-05	7.72642661403594e-05
"ENSMUSG00000044788"	-0.248010305027521	-0.262780801090984	-0.361194248238043	-0.220892006561012	-0.366471170136792	-0.405896405790111	-0.288517802142433	7.17103955577545	33.4300487502304	2.20125065351654e-05	7.73085281063198e-05
"ENSMUSG00000004996"	-0.0293776974743347	0.0691499507323058	-0.140252118161871	0.129428727451564	-0.371701811829329	-0.41195075923463	-0.221680721647482	4.12673482981617	33.4267164651498	2.20440542821652e-05	7.74003260537964e-05
"ENSMUSG00000064181"	-0.0730555783335279	-0.135289504183645	0.0536241790512313	-0.0306754864271882	0.232801380191994	0.232225940992891	0.240071534080402	4.68036571222084	33.4197921883539	2.21097516175547e-05	7.76119544023486e-05
"ENSMUSG00000033860"	0.299288539514304	0.66909359818449	0.200663546708305	0.0865455251398276	0.229179787187115	0.26746122374073	0.312482224044677	11.1893990787413	33.4150919218187	2.21544579487661e-05	7.77498121979261e-05
"ENSMUSG00000056643"	0.152143745050278	-0.152315411472033	-0.794996745244165	-0.392714238765689	-0.671825711799018	-0.232580081894897	0.0719186471498865	2.44227276192546	33.4128663376687	2.21756576606078e-05	7.78051274663992e-05
"ENSMUSG00000000346"	-0.0457463103240909	-0.00160060251358182	-0.204088812369197	-0.0611700532148798	-0.206914048154634	-0.258239835208734	-0.208554916454518	6.78876687599478	33.4115740309782	2.21879766849844e-05	7.78292646258289e-05
"ENSMUSG00000036398"	0.11430049197388	0.286038066714565	-0.0593440693043864	0.257603740982495	-0.0818241365475113	-0.0874488605434868	0.166816813655568	4.31249006074705	33.4099978784172	2.2203010659472e-05	7.78629109107172e-05
"ENSMUSG00000066235"	0.724283833230005	0.683759048963934	0.104199485180869	0.2712436811641	0.1129489773708	0.357118360143375	0.589055531928436	1.95042538848316	33.4036033596136	2.22641075963076e-05	7.80580376103821e-05
"ENSMUSG00000027792"	0.134538833309129	0.278702138388765	-0.0958033992109696	0.529310433493747	-0.0134461556238102	0.201879510155849	0.0489066155951304	6.58022163227631	33.3987725378389	2.23103743334413e-05	7.82010867131009e-05
"ENSMUSG00000024423"	0.45155353792575	0.772672107499553	0.054375505032118	0.648975550382986	0.430980928298189	0.544176687161476	0.411174503229092	3.33429800114138	33.3839591236646	2.24528422845535e-05	7.86811823187342e-05
"ENSMUSG00000098178"	1.13108372810565	0.713501232352917	0.281366542493229	0.33489166226893	0.616248860940914	0.465231983254126	0.936321923300729	6.63939225288348	33.3787602385638	2.25030556135859e-05	7.88378353866765e-05
"ENSMUSG00000030030"	0.597160257294689	0.568057458501515	-0.700980509391314	0.402513268267367	-0.340593473553957	0.165282783551805	0.233825158089168	0.71810630372758	33.3722722319107	2.25658757598312e-05	7.90385680224395e-05
"ENSMUSG00000026436"	0.231661917211962	0.231833387359955	0.180285478264706	0.149354432251691	0.402055751291435	0.439166587229221	0.299250203118071	4.97443502678899	33.3591907649309	2.26930651537808e-05	7.94646050465726e-05
"ENSMUSG00000024491"	-0.130385368500557	-0.0364038069912743	0.146844148570983	-0.048515291430413	0.211781461765456	0.401030262399749	0.116698748873737	3.96853820594881	33.3537769602404	2.27459101303055e-05	7.96301644591169e-05
"ENSMUSG00000037905"	-0.16859212794697	-0.227925742611593	-0.159576526253001	-0.494978723582991	-0.1874996585191	-0.243158617621886	-0.101285580344604	4.86297174563054	33.3517458756636	2.27657672475696e-05	7.96801853664934e-05
"ENSMUSG00000083649"	0.949995458986139	0.931192263197851	-0.113684770953037	0.815119462701865	-0.587789316380292	-0.159232058471822	-0.237864623044507	-0.390217871247536	33.3472767338904	2.28095206994441e-05	7.98137985247361e-05
"ENSMUSG00000023094"	-0.22880753039399	0.193495162403822	-0.201226712973963	-0.0806613340427557	-0.481592973906622	-0.255682139334944	-0.375776673690338	3.1956558877335	33.3377008563989	2.29035500140561e-05	8.01232258193436e-05
"ENSMUSG00000037353"	0.248472166925658	0.172230325241863	0.00486606527278705	0.133332827208584	-0.100439002918232	-0.245370563682734	-0.113283849033678	4.86385026577651	33.3270734385373	2.30083538234131e-05	8.04701849194316e-05
"ENSMUSG00000040007"	0.454651829021639	0.375172098954474	0.0961062096011181	0.272697171345694	0.45788936367775	0.287527682498631	0.456310109790019	4.33918057701827	33.325136792186	2.30275033817937e-05	8.05174776116089e-05
"ENSMUSG00000027936"	0.217156331368636	0.135316816606035	-0.133879681792668	0.303997112122124	0.0963098651984049	0.131765777234841	0.165080129738868	5.16184377727056	33.3189479708787	2.30888042095177e-05	8.06979665506179e-05
"ENSMUSG00000014195"	0.292478194126765	0.372076850732776	0.139358673597178	0.313309567971235	0.203901665991511	0.431954165282171	0.30209554614406	5.20781437962462	33.3187868554371	2.30904022266026e-05	8.06979665506179e-05
"ENSMUSG00000027784"	0.170292293578773	0.0444299206007313	0.101812813949932	-0.182558706451143	0.294431370799857	0.423560727484183	0.332309855335529	4.39277968147912	33.3099048431301	2.31786676018101e-05	8.09866608172646e-05
"ENSMUSG00000028411"	-0.480973733818243	-0.568484838245121	-0.344539286692403	-0.129196153538407	-0.446691625747399	-0.669282301988493	-0.606109661667239	3.10167459974413	33.3043936643074	2.32336029019009e-05	8.11587866993159e-05
"ENSMUSG00000050310"	0.098244535608946	0.121752240520906	0.14770138681644	0.0392777552249227	0.514550740928899	0.454043525391563	0.325925307042594	4.08342552313614	33.2929114866031	2.33484710481524e-05	8.15401327207627e-05
"ENSMUSG00000025903"	-0.386895713743569	-0.494518337474243	-0.0684320803544628	-0.260958107741556	-0.11468508274354	-0.0402330908405448	-0.209610354485059	6.69131552068938	33.2880375719673	2.33973995673461e-05	8.16910671082452e-05
"ENSMUSG00000021376"	-0.518796545335578	-0.44932573603757	-0.179227179258757	-0.270021544285487	-0.431493251408242	-0.293428440310341	-0.430691142600056	5.35696480545091	33.2865500112828	2.34123531660834e-05	8.1723334740259e-05
"ENSMUSG00000058325"	0.0820484355441873	0.112997551500211	0.0529646682563537	-0.0344143472912666	0.170380552074565	0.248065808855867	0.39338726835006	4.40532549068083	33.2816774375844	2.34614006044648e-05	8.18745658167519e-05
"ENSMUSG00000058446"	-0.181906361070692	-0.130977592783953	-0.0835376294366061	-0.175575375597771	-0.206091797780968	-0.256683344013287	-0.403845714132619	5.65540903203079	33.2736396493995	2.35425314005461e-05	8.21376589317272e-05
"ENSMUSG00000051427"	0.0247283653213249	-0.103555912606239	0.297261875308565	0.0263504045378086	0.440183228691677	0.211889177687698	0.179212500625412	3.9338507744507	33.2516842162509	2.37655595136625e-05	8.28955693616487e-05
"ENSMUSG00000029993"	-0.151752912397765	-0.139300853048205	-0.0799230738702259	0.0457306714513994	-0.186919804958186	-0.326991627983888	-0.284094532971379	4.54401335830367	33.2486826720993	2.37962118152582e-05	8.29822565568398e-05
"ENSMUSG00000063065"	-0.134093355130025	-0.134757003423931	-0.115109411794117	0.030644139383807	-0.170219145377893	-0.420738599067659	-0.349923724864818	5.02321312169648	33.2288397304533	2.39998376686689e-05	8.36719486752716e-05
"ENSMUSG00000028034"	-0.160036256975722	0.0994867067519484	-0.293679380681969	0.0721969807449077	-0.498153578068575	-0.0550378257366355	-0.0409177888662752	4.33792420291923	33.2267684669429	2.40211918189739e-05	8.37259957480823e-05
"ENSMUSG00000024426"	0.366101574208495	0.312174080871852	0.155218827565312	-0.0801464953946059	-0.0496615178743184	0.0118082885329941	0.509952988840017	3.27312730735564	33.2184062135609	2.41075956116951e-05	8.4006692160773e-05
"ENSMUSG00000029547"	-0.292017509698252	-0.252401779206448	-0.0326095968670442	-0.188139306677906	-0.281010867604286	-0.452750908149046	-0.277814049747086	4.75494023849921	33.2162034230336	2.41304072726957e-05	8.40657090961114e-05
"ENSMUSG00000021065"	0.713172588447905	0.0700710834705179	0.0517909708608861	0.208836334062364	0.22259329456843	0.712943199983181	0.241422199864537	2.08124674976938	33.2102541103464	2.41921239403447e-05	8.42602018837518e-05
"ENSMUSG00000040663"	0.504244320673479	0.617470171155735	-0.626745926775184	0.114687244107985	-0.527175589108706	-0.417290207252362	-0.272637029525414	-0.106165762338794	33.2091244928887	2.42038599331071e-05	8.42805616750782e-05
"ENSMUSG00000095253"	0.736893028914139	0.48198201326586	-0.162925594942426	0.10728897069906	0.0381144929836082	0.049629151168618	0.173564715026892	1.9613536078847	33.2075195577198	2.42205438544619e-05	8.43181366106182e-05
"ENSMUSG00000045268"	0.562425253565804	0.824128528270119	0.10111728316328	0.61639808263277	0.357049987115416	0.500751539900843	0.728402395799341	2.35842427995214	33.1970937441805	2.43292015447072e-05	8.46593499103832e-05
"ENSMUSG00000079139"	0.489516383514254	0.773278374316408	0.0167106434670777	0.470828101962218	0.273853660773924	0.582598344767037	0.559546269317922	1.6141859851089	33.1969797868246	2.43303918668924e-05	8.46593499103832e-05
"ENSMUSG00000019210"	0.0597352681201215	0.107014351793477	0.0722210527487884	0.355834027617748	0.177711781166558	0.25764678600691	0.296206619682109	6.39710071527791	33.1926977412807	2.43751610227163e-05	8.47945061787078e-05
"ENSMUSG00000056035"	-0.0567009417252832	-0.338914498458917	-0.127045590992794	-0.480399633848585	-0.094250428425753	0.332593448370661	0.11659638783248	12.853197770464	33.1691041195843	2.46232997539375e-05	8.56368918034363e-05
"ENSMUSG00000102545"	1.07107185637365	0.96595195858846	0.0112480284457092	1.88422784883287	-0.050275612830555	0.244731746665984	0.077788134588259	-1.27263435047369	33.1584190163241	2.47364975664174e-05	8.60096736768653e-05
"ENSMUSG00000079260"	-0.351475150043048	-0.529929630232961	-0.232480145521288	-1.04732580288461	0.0586674892795517	0.0512859386191113	-0.37589577493281	1.40521458520238	33.1497231178831	2.48290015873634e-05	8.62970697777677e-05
"ENSMUSG00000053819"	0.556603996524553	0.465278466787417	-0.0624616159626965	0.119845482227477	0.193701585393778	0.312977936370968	0.232583136454809	2.66396369636973	33.1495153583995	2.48312158425405e-05	8.62970697777677e-05
"ENSMUSG00000038872"	-0.0697951082542752	0.0141410982649897	0.51646672108611	-0.230873084967267	0.0065465377094986	-0.114813029414663	0.0281871558852884	2.99926602587242	33.1341756638748	2.49952437272552e-05	8.68460289581271e-05
"ENSMUSG00000000901"	1.27995070866933	0.486699467465328	-0.482340379872166	0.335185110675325	-0.597274715919518	-1.12966413319041	-0.313091333494367	-0.584631469518655	33.1228369965723	2.51171769703045e-05	8.72376788247396e-05
