"logFC.group_allWT.12"	"logFC.group_allWT.16"	"logFC.group_allWT.2"	"logFC.group_allWT.24"	"logFC.group_allWT.4"	"logFC.group_allWT.6"	"logFC.group_allWT.8"	"logCPM"	"LR"	"PValue"	"FDR"
"ENSMUSG00000011305"	2.78557035783078	2.73595199044944	1.44660547338586	2.03220649500193	2.23956893599465	2.36840942174543	2.80857172373396	7.23352285003687	436.118631357125	4.24509658717295e-90	1.6415903234938e-87
"ENSMUSG00000050445"	2.13337624487274	1.94947932842524	-0.395742486317147	1.59405502993088	0.190408572127115	1.03073253947113	1.66376831643327	9.44847251887081	435.990091540196	4.52356735507149e-90	1.7032421504306e-87
"ENSMUSG00000020642"	2.20789786094407	2.2480374362694	-0.27465578199519	0.613824964670394	0.501407330991596	0.635253961154983	0.991387480001143	2.27069420887801	430.561416996409	6.61853582557598e-89	2.42815411775234e-86
"ENSMUSG00000025981"	-2.0387225431273	-1.9548358286318	0.57096082078615	-0.0931851766588359	0.230768350279489	-0.325623775670543	-0.804157164461587	5.35507935672707	428.423847658344	1.90349064747249e-88	6.80878604600911e-86
"ENSMUSG00000037379"	2.89317253327299	2.7887804791813	-0.384859781003248	0.702849780473859	-0.951509657294389	-0.332661697197222	1.48793698694505	2.84663869426007	423.28405711456	2.41323410176855e-87	8.42159842148889e-85
"ENSMUSG00000023067"	5.81152193224613	6.59702215095272	2.44061681434556	4.19324086312243	4.22696290741422	5.47659461831207	5.99272578077691	5.55594409873318	420.879685799682	7.91674321883653e-87	2.69697052321698e-84
"ENSMUSG00000039934"	-1.71616051398474	-1.6019079118594	-0.474794609972698	-1.07328209372697	-1.171462494312	-1.39996313985312	-1.80943916867826	4.21396473362448	417.722427587108	3.76703908853608e-86	1.25346035532033e-83
"ENSMUSG00000027502"	1.15865012541219	1.10503493047519	-0.0337516489474559	0.696494947980756	0.353617994676947	0.608473268764568	0.969082475968294	6.68611785579495	416.290017541489	7.64420725992979e-86	2.48575721534262e-83
"ENSMUSG00000044254"	-4.135903589654	-4.51100413988864	-0.907289432402244	-3.90311323334581	-2.28832684604146	-3.11228180005758	-3.68188118180256	4.37932345371158	414.432295600736	1.91381110926082e-85	6.08506874473417e-83
"ENSMUSG00000022025"	-2.00557597581902	-2.68634340557	-0.0183442402987718	-2.56511414836034	-0.186813071544114	-0.57211871852173	-1.17792449257026	2.37638329554173	412.776801194136	4.33571175571164e-85	1.34859486523309e-82
"ENSMUSG00000020604"	1.25451552858273	1.68038910656333	-0.561078203732675	0.950676057732711	-1.12373548931586	-0.694993310111032	0.198794958925895	3.93325715177151	411.70236565673	7.37148657791317e-85	2.24406872248472e-82
"ENSMUSG00000021775"	-1.89150288623061	-1.88233720212254	0.139391003816384	-0.43350449392318	0.043719569931443	-0.456690199780085	-0.929627456112662	5.93791536649827	410.850422833781	1.12283001868848e-84	3.34696914737391e-82
"ENSMUSG00000031924"	-1.44476894754979	-1.54687141647891	-0.18337237795051	-1.56770388646618	-0.538861606560936	-0.766368028751946	-1.21014205047687	8.32541773918981	408.78646495271	3.11211363792199e-84	9.0873718227322e-82
"ENSMUSG00000032010"	-2.05773039926601	-2.54524028254172	0.284614195633237	-0.199235039274004	0.279187287519168	-0.309473590731077	-0.765493847900742	5.60780340962596	401.622865158718	1.07031388315342e-82	3.06281020803184e-80
"ENSMUSG00000040998"	3.32019122054799	2.81539103845487	-0.0313925736259763	1.28396266377245	0.187270158507908	1.21937749118173	2.16320075291336	1.45191490594525	401.104809562775	1.38232798683224e-82	3.87810761482267e-80
"ENSMUSG00000031024"	1.64494942935076	1.72001174566492	0.0815651147109026	0.342984562845846	0.805899554790545	1.00586354249721	1.56488663471213	4.94348342714393	398.157445175759	5.92455515706295e-82	1.63016413821647e-79
"ENSMUSG00000027809"	0.823594610017332	1.04769572368398	0.0468649621355747	0.891383353680613	0.116309258376211	0.264265695383974	0.540304990636541	8.29845948297071	390.246730082944	2.94284650023038e-80	7.94457504250874e-78
"ENSMUSG00000049685"	-3.922226399734	-5.48976511348939	-0.357297499531251	-2.29870229400612	-1.64304367830157	-2.75400609469865	-2.85365272823305	0.563575548815417	389.842464961865	3.59280072059452e-80	9.51959124264192e-78
"ENSMUSG00000028822"	-0.751445828902489	-1.02161744463172	0.283489130920116	-0.468307389902469	0.273417017401175	0.153813209885648	-0.0403141224820753	5.61194600230001	386.589011268384	1.79002673898909e-79	4.65667319662835e-77
"ENSMUSG00000025260"	0.913937076673556	1.28548997801071	-0.0369900671197444	1.58742338114863	0.182253365888416	0.461143195852146	0.719713331795312	7.89093333382558	382.1491782952	1.6013305344427e-78	4.09139951550111e-76
"ENSMUSG00000062908"	0.796145271486953	1.01451088202795	-0.0126126259245	1.05522543439407	0.15842642656234	0.304151631810522	0.547097698537621	8.82722801555365	380.621517888182	3.40315796832815e-78	8.54252354576126e-76
"ENSMUSG00000028712"	3.63907634295993	3.65427230654137	0.534495454026461	4.60012768696579	1.60135788527876	2.14200325114887	3.19446829869253	4.69382823687077	376.963540224712	2.06905671363779e-77	5.10414887219473e-75
"ENSMUSG00000032310"	-1.06075419537938	-1.56428121470274	0.0201685504970626	-1.70573367265113	-0.0900052250104659	-0.228804602007106	-0.402476622564489	9.15497050331929	371.61723445603	2.89255935132547e-76	7.01470155911269e-74
"ENSMUSG00000024827"	1.66429752743391	1.80954299388539	0.29130463639606	1.13096983095038	0.615457900898434	1.18119859092609	1.32628422832704	8.10279822949388	366.917638812175	2.93794325708529e-75	7.00601535372939e-73
"ENSMUSG00000026566"	1.91996332024213	1.6314043207839	-0.367722390187444	0.730461681364071	0.311102855519565	1.07123216737431	1.38859782122071	2.14978387313773	366.756865226823	3.18039967355505e-75	7.45986205397143e-73
"ENSMUSG00000063590"	-2.03916582156857	-3.26056268621333	0.251635765799296	-3.92068726662229	0.0203020169609803	-0.361353282922686	-0.853417319374219	2.72381583029323	366.492760776251	3.62287543714072e-75	8.36066157332411e-73
"ENSMUSG00000021400"	1.48533404942989	1.01128557663869	0.086420366978397	0.439021359266401	0.768881280418399	1.15109727904405	1.38206358654113	6.11584304930807	359.541168920829	1.11659408109924e-73	2.53590922418538e-71
"ENSMUSG00000075232"	-1.60968039671467	-1.45302480380659	-0.0393067110213317	-1.25001668040025	-0.529460360225295	-0.764492911219894	-1.30835019233306	5.57101754529257	358.516525704423	1.85059957990446e-73	4.13724668582391e-71
"ENSMUSG00000052632"	2.07008908785378	2.24693097294053	-0.250324564823861	0.784008681817072	0.213743585161924	0.910154029072038	1.23974278301922	3.27913196568821	355.619877377293	7.71886139002948e-73	1.69909951951603e-70
"ENSMUSG00000041959"	0.941309281426176	1.24186995228482	-0.395781997172906	0.63757882102383	-0.369607199686806	-0.145021824757474	0.409296276810239	5.62178923180033	354.537854650346	1.31589622120324e-72	2.85270350499635e-70
"ENSMUSG00000024913"	1.26852903577176	1.51351538451139	0.0967311994671438	0.745459537479009	0.197573025782748	0.466325236769396	1.05806671168405	6.44168377221576	347.562887989755	4.09606293546774e-71	8.7472341015929e-69
"ENSMUSG00000038550"	-2.18596626611405	-2.6287828890757	0.66946049490518	0.602800512957544	0.300401869414593	-0.484161003556309	-1.27463742789843	3.85210423107558	346.40382425952	7.25184105788496e-71	1.52587267435615e-68
"ENSMUSG00000034258"	1.94776587991576	1.78000987099501	-0.769728534657052	1.76510301697726	0.085868726101751	1.30405658040754	1.45989433828285	2.83011841954422	343.569878239484	2.93065499946598e-70	6.07707416411003e-68
"ENSMUSG00000027993"	1.61093881752066	1.65964388784537	-0.244308627158182	0.550168892524941	-0.00367852316735342	0.782525792227778	0.941874703330243	4.69205399176566	343.503305497424	3.02838865375484e-70	6.1900264082749e-68
"ENSMUSG00000021210"	-1.88148919032618	-2.05908980873548	-0.0338755270109973	-1.40987357075766	-0.288542437671709	-0.555143592324119	-1.05841659482499	9.05895639417765	341.477882720823	8.21567645540801e-70	1.64703471984083e-67
"ENSMUSG00000033107"	1.8258174129712	1.53760130758274	-0.174215895923644	-0.354764285073454	-0.0584940403453205	0.145365068720135	1.00785479754777	5.59809296939775	341.460063864186	8.28812551219875e-70	1.64703471984083e-67
"ENSMUSG00000078234"	-2.06199100579239	-1.9533066350686	-1.10520078883254	-1.53393021202221	-2.36428064965223	-3.04519200764529	-3.12850384118891	3.88753749386923	338.473807037306	3.60938234044876e-69	7.07438938727957e-67
"ENSMUSG00000033533"	-0.798363745428078	-0.982899293466629	0.136768563453558	-0.94621647293854	-0.0989879112256798	-0.121328748929145	-0.354992774703322	8.36548999143618	337.044896953324	7.29710797504669e-69	1.410905687932e-66
"ENSMUSG00000034708"	1.32086492198191	1.33095462157255	0.16878569065035	1.15978752625778	0.561391429557816	0.809786146765466	1.06173838740301	8.47659754242844	335.706194953385	1.41107787548538e-68	2.69196029899265e-66
"ENSMUSG00000024292"	-0.915072817318883	-1.28290658555265	-0.0513698986671398	-1.51826632614811	-0.147735617394825	-0.0953880658441514	-0.373678516752784	7.30091380032069	335.195713350572	1.81450548180903e-68	3.41604532022679e-66
"ENSMUSG00000032051"	-0.987566543282498	-1.13158646757246	-0.0343618666403625	-0.701166400661191	0.013955989398572	-0.280963094285735	-0.491974298822381	6.01823427090763	332.332893360903	7.4328419020737e-68	1.38115716798533e-65
"ENSMUSG00000001211"	0.847644390801767	0.966386892542289	0.0444245563104394	0.938408258358481	0.260771659004902	0.32810368401064	0.689777644854469	8.14661876607277	332.257875861905	7.71260530859702e-68	1.41476867635136e-65
"ENSMUSG00000034917"	1.33881692677647	1.45183742464514	-0.549800799922673	0.153313882590581	-0.893209468215488	-0.387537150450832	0.442161058214969	4.28883720837778	329.636435377386	2.80473357356281e-67	5.07976303424515e-65
"ENSMUSG00000015711"	0.931996387462062	0.940730563526124	-0.200855350837072	0.764998380236639	-0.151648934443452	0.113271545547479	0.534256550717643	4.66766128199359	328.054734582115	6.11171626017487e-67	1.09308045313228e-64
"ENSMUSG00000042476"	1.36610554657175	1.32037977878394	0.332051471534936	1.08829667804048	0.507306416989851	0.658177407273107	1.11264027255251	8.31109842346218	328.00403400109	6.26622360916776e-67	1.10687811604904e-64
"ENSMUSG00000030946"	0.489885969700575	1.07117199854432	-0.118940100146613	1.43311800307548	0.0431903024151753	0.211731359024622	0.200904010783989	5.9178335148072	326.578726661997	1.26417788674611e-66	2.20583624433699e-64
"ENSMUSG00000041828"	-1.35037924792773	-1.75519829886588	0.239051543456241	-1.58042666036983	0.205194717976579	-0.0232565932710869	-0.26882240614647	6.65132111203289	324.645356816583	3.27511906788268e-66	5.64583176183921e-64
"ENSMUSG00000042363"	1.91783147430983	2.10008503287966	-0.297871661090578	0.684924753645652	0.308643898003882	1.10371199003811	1.51453073426244	3.69828931873056	320.659459823671	2.33036619928759e-65	3.96939042611987e-63
"ENSMUSG00000029260"	-0.922769741052202	-1.19727283496336	0.0754584565236302	-1.04944390630987	-0.0862056517414086	-0.222084717429229	-0.577656275301228	8.84092598021855	320.332050962599	2.73790194310309e-65	4.60869423551988e-63
"ENSMUSG00000029650"	-1.15512728887155	-1.68904600105379	0.0802270453234873	-0.998929883489023	-0.162569231436099	-0.464085666619331	-0.641665709149474	5.30487414435887	319.255942623371	4.65008888110528e-65	7.73645019893655e-63
"ENSMUSG00000020038"	2.056800857662	1.43127359671281	1.10838052259599	0.368315143185255	1.65883041023057	2.33628344392726	2.369517006982	4.41933838066093	315.500518243197	2.95240016722862e-64	4.85551052789736e-62
"ENSMUSG00000039886"	1.16270972300445	1.15633986480992	-0.177451442158917	1.30202233212022	0.0676613362802322	0.258795073621146	0.646807656414907	6.07225696853101	315.403477924671	3.09681587930008e-64	5.03514109102563e-62
"ENSMUSG00000033715"	-1.79678311864139	-1.9506212850657	-0.0253481940093168	-1.68641413785317	-0.479589335763648	-0.79078626545977	-1.1961878421808	8.12050413554088	313.694943312201	7.17892101851582e-64	1.15411238126881e-61
"ENSMUSG00000003053"	-1.30387858373299	-2.10125597808031	-0.243736878720304	-2.70645610485273	-0.270619351089256	-0.162055937764907	-0.461899924981186	11.5486809835109	312.186578020176	1.50798443454064e-63	2.3973601432675e-61
"ENSMUSG00000030364"	-3.91903090281479	-4.342535733603	-0.0153657143440523	-2.59222500725186	-0.63058080351905	-1.7924087489259	-2.49874894545971	2.21486630318834	309.304351085678	6.22671528066502e-63	9.79031233359946e-61
"ENSMUSG00000030934"	0.69515208305811	1.38507615456315	-0.0595093641803901	1.84471293229588	0.195272641315543	0.343271373699797	0.322998606886664	9.52047779482908	308.013247722763	1.17518564349387e-62	1.82766915077285e-60
"ENSMUSG00000017639"	1.63140357801279	1.68541391694984	-0.345961843843392	1.25528845244529	0.754346344212883	1.78454538446063	1.66833949652979	3.54684746904921	307.968018085993	1.20162667897104e-62	1.84869618523846e-60
"ENSMUSG00000071551"	-1.39021269492427	-1.80869169252727	0.0579351586550646	-1.1828658555577	-0.10354177177155	-0.0355494843764458	-0.536072492511507	6.99373115173108	307.755960558383	1.33374953181332e-62	2.03013705331755e-60
"ENSMUSG00000056698"	1.36796271332718	1.18072107384542	0.181881751353047	0.880215350583776	0.778089948743076	1.10546824229207	1.34311560529337	5.0512916010429	306.211237797788	2.85153627949679e-62	4.2947137986358e-60
"ENSMUSG00000031016"	-1.80559685146601	-2.97938297059473	-0.214128230303534	-1.09301402333476	-0.211777660816825	-0.633449160751113	-0.892260229489737	3.55059632617219	306.065505888033	3.06344949376182e-62	4.56581618299418e-60
"ENSMUSG00000032788"	-0.516309693800314	-1.06334099055904	0.335335869971356	-0.589945726615141	0.162435877662852	-0.0106046963146764	-0.163112209882047	6.50291726930035	305.688800367348	3.68708298354637e-62	5.43863745655479e-60
"ENSMUSG00000012428"	-1.46967486541678	-0.99441524961843	0.424267036211903	-1.042178202362	0.440348412756436	-0.260121847345671	-0.938067655410543	6.37161116391834	300.873979435473	3.93626915718526e-61	5.74695296949048e-59
"ENSMUSG00000060961"	1.16763893881758	1.46272797319272	-0.195294209886323	0.917786077483959	-0.256179676723007	0.0606658907533487	0.707808706481367	6.51929658720617	300.229399877342	5.40431275905703e-61	7.81059666228162e-59
"ENSMUSG00000003477"	-1.88213736158716	-2.74782604345163	0.0114308244192845	-2.15844683050394	-0.122262746396179	-0.210599387768952	-0.735074867870802	9.89552909364315	298.574583363642	1.2193224564574e-60	1.74460657069925e-58
"ENSMUSG00000010601"	-1.51719321330494	-1.40038991823491	-0.622323442278921	-0.59522362664637	-1.63410248696159	-2.04586234418638	-2.00102980687256	6.20242580551216	298.066711990986	1.56518427657771e-60	2.21729273557167e-58
"ENSMUSG00000024589"	1.72683960327245	1.72400577893946	0.906226498749335	0.920527832281539	1.10793004066386	1.4142941405167	1.64039781911268	5.68617520357652	297.818165735493	1.76862996470701e-60	2.48093701323803e-58
"ENSMUSG00000032080"	3.23403669124094	4.43759281117253	0.0166634682505408	4.41372349143793	1.12197081445031	1.10061036358269	2.17462662675618	8.88380268227223	297.413842862531	2.15759290030641e-60	2.99716885607613e-58
"ENSMUSG00000006356"	1.36561457092014	1.39329443916274	-0.141845061186676	0.686945461866908	0.120910159698585	0.506414315081402	1.16856774030646	5.80876036553824	296.510281526253	3.36429541275805e-60	4.6284941120906e-58
"ENSMUSG00000022241"	0.713603828304035	0.737716816470928	0.0264758387395492	-0.316208933510753	0.306732500886879	0.517438272086242	0.597109584018175	6.75568316305677	296.29355650763	3.74254354358814e-60	5.09983933539611e-58
"ENSMUSG00000020889"	-2.96973183894202	-1.58152233551168	-0.249893678420331	-0.141265407541304	-1.44973625113808	-2.28130609914229	-2.6712000041065	5.14433492379557	294.032214450896	1.13749466357848e-59	1.53540317419632e-57
"ENSMUSG00000039202"	1.60080716428489	1.52444865914777	-0.0889225453874524	1.87305590053929	0.530935315604851	1.09703935660323	1.21675211336511	7.24742898069097	293.978226697511	1.16808554100404e-59	1.56195961875568e-57
"ENSMUSG00000003555"	2.9174433150758	3.40650100641991	-0.00226135520402806	3.47989190898615	0.596560257427035	1.23535906096978	2.16782251848098	4.93390945610225	292.523164848538	2.38828923130467e-59	3.16404095569511e-57
"ENSMUSG00000022512"	1.25725780858432	1.23425498861029	-0.614332138729897	0.0268847105549881	-0.396179475372575	0.373344395492288	0.784841433571155	5.19055423380694	291.274452263606	4.41193056428775e-59	5.79136720310359e-57
"ENSMUSG00000025153"	-2.90124492134024	-2.66059969275279	-1.53099327909536	-3.3081020903643	-2.43891220486968	-2.87122708922468	-2.70569909576228	7.91569654109466	290.025419792126	8.15115236021201e-59	1.0602426179083e-56
"ENSMUSG00000025511"	-0.80260385364817	-1.37832238426565	0.184768640447503	-0.421170741183772	0.336875410228608	0.253079006266188	0.0489747146734175	6.03717239716321	289.901322518365	8.66373058327395e-59	1.1167626773467e-56
"ENSMUSG00000078584"	1.07075621520663	1.03256781205713	0.0496591841178731	0.620437066496145	0.227978365412032	0.526230846985566	0.764418634095242	6.29363960426116	289.354704604026	1.13335662043198e-58	1.44786308260185e-56
"ENSMUSG00000005373"	-0.922042094204065	-1.09308164794118	0.00454770387095626	-1.62031208610468	-0.196684716240571	-0.549290835255141	-0.757728381694183	7.35041620223077	288.710626460985	1.55533422209227e-58	1.96935593360143e-56
"ENSMUSG00000022853"	2.20405336504912	2.05616232769181	0.0322887928432348	1.64805363616026	0.449261703719704	0.752725984820088	1.67128795737482	9.53875588084282	288.301149134162	1.90199919466122e-58	2.38717583133445e-56
"ENSMUSG00000024694"	-2.13822357251406	-2.63329876955597	0.00474889042158618	-2.30781089233093	-0.294141658284414	-0.590094329282379	-1.13753690503641	7.24230018832518	288.244315693136	1.95586551291544e-58	2.43343684859079e-56
"ENSMUSG00000029385"	1.83123353113572	1.82721798063954	1.03750623899279	1.1651463884921	1.2681128249467	1.85698707071392	2.21959431099181	4.32637740902852	287.810558099934	2.42049712036018e-58	2.98555799983737e-56
"ENSMUSG00000101517"	1.32486957867893	0.88377448231697	0.925831348894108	-0.0420876869324005	1.45343333040187	1.62863530082054	1.82074999767099	4.09319393309956	287.753696282754	2.48908040708081e-58	3.04391132175318e-56
"ENSMUSG00000021670"	-1.8369496790561	-1.87075030660764	0.0530565372762936	-1.10219862526276	-0.45634578231305	-0.803478840661743	-1.11950594491173	5.71086682407651	285.697516911561	6.83598315501823e-58	8.28891923576278e-56
"ENSMUSG00000071633"	1.22092961998162	1.19883519453129	-0.404517598911369	0.678215594986755	-0.329942653064384	0.204242374349943	0.804519451564534	6.82965976608691	285.50173250158	7.52620361358938e-58	9.04915305069217e-56
"ENSMUSG00000040505"	-1.21076393388343	-1.23369987224296	0.210863552383707	-0.716345793442702	-0.217968991606034	-0.490779499364028	-0.940796004386752	6.43102349817949	285.434518121843	7.77888834138796e-58	9.27502786571491e-56
"ENSMUSG00000025464"	-1.54528415564344	-1.71132445157653	-0.235104792696172	-1.29079663224505	-0.503985188824031	-0.908373473774035	-1.2846542586094	4.98186895944997	284.595323823736	1.17482165310959e-57	1.38920233162743e-55
"ENSMUSG00000039156"	-0.941115790278606	-1.16483875176049	0.233995810916348	-0.644214701867587	-0.134623026305387	-0.536025546546832	-0.815362421441946	4.1914944632124	284.335214065499	1.3349600991708e-57	1.56562369663408e-55
