"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000039601"	1.78690602186485	3.64791197631924	1.77696843016245e-35	1.39276472342792e-33
"ENSMUSG00000031150"	2.76749389983849	1.76764481408713	2.18072974143631e-35	1.69917330323914e-33
"ENSMUSG00000064215"	-1.40833914309764	5.36054208677864	3.61485852947587e-35	2.80014129131213e-33
"ENSMUSG00000052302"	-2.11372155758925	2.81595606152857	7.56207651009262e-35	5.82367822399342e-33
"ENSMUSG00000032898"	-1.55651197545581	6.55553086707841	1.17050904187631e-34	8.96217501080552e-33
"ENSMUSG00000032420"	1.88772719962001	3.67097234065434	2.50777623777091e-34	1.90908069227089e-32
"ENSMUSG00000021336"	1.97269230293038	5.57444071148904	2.59318058207233e-34	1.96281542800743e-32
"ENSMUSG00000054072"	-1.41301357888921	7.41192748559422	2.87473652258353e-34	2.16356590784894e-32
"ENSMUSG00000022408"	2.38592881754862	2.57399359231669	4.64831705532713e-34	3.47862190479453e-32
"ENSMUSG00000035914"	-2.21632096649825	2.67142441025716	5.96867700109741e-34	4.44163458182788e-32
"ENSMUSG00000047492"	1.58708392416457	6.74384884224005	6.42847394346233e-34	4.75707071816212e-32
"ENSMUSG00000000739"	-3.68152837486721	2.86944629514207	1.45558709502805e-33	1.0711503700412e-31
"ENSMUSG00000029314"	1.51813091717621	3.66157424398306	1.67582776149813e-33	1.22640964247537e-31
"ENSMUSG00000029656"	-2.92892694423596	7.79611324608517	1.89578747457228e-33	1.37975829055959e-31
"ENSMUSG00000052133"	2.12219906844133	2.90219930340209	2.64756425796642e-33	1.91637356071165e-31
"ENSMUSG00000019577"	2.47686174409115	3.35718086443049	3.28989878638396e-33	2.36726542273285e-31
"ENSMUSG00000031906"	2.04603401647017	4.61300598815034	3.30623662392856e-33	2.36726542273285e-31
"ENSMUSG00000016028"	1.73965221941175	4.97005691326643	6.96182755471935e-33	4.95786923601143e-31
