	logFC	logCPM	PValue	FDR
ENSMUSG00000069324	2.496401798	4.023055347	5.27E-23	7.07E-21
ENSMUSG00000027820	-1.310461785	4.438569774	7.02E-23	9.32E-21
ENSMUSG00000075232	-1.254166311	5.843972521	7.73E-23	1.01E-20
ENSMUSG00000031974	-1.069378162	5.368754763	1.11E-22	1.44E-20
ENSMUSG00000066357	-1.576725462	4.064645077	1.76E-22	2.26E-20
ENSMUSG00000053964	1.839860472	3.305607548	1.99E-22	2.53E-20
ENSMUSG00000002289	1.752763819	7.728672877	2.53E-22	3.18E-20
ENSMUSG00000023044	-1.537064556	8.322883459	3.80E-22	4.74E-20
ENSMUSG00000062908	1.049626064	8.926807778	3.86E-22	4.76E-20
ENSMUSG00000032715	1.77725559	4.307932231	4.13E-22	5.04E-20
ENSMUSG00000024694	-2.312866849	7.353156874	4.74E-22	5.73E-20
ENSMUSG00000063558	-1.217183047	6.567934577	5.07E-22	6.07E-20
ENSMUSG00000030827	4.694418759	1.525758548	5.20E-22	6.15E-20
ENSMUSG00000038539	1.290273172	7.454626406	5.71E-22	6.70E-20
ENSMUSG00000074768	2.541719584	12.72353608	6.66E-22	7.74E-20
ENSMUSG00000052934	1.472272215	7.038831694	7.87E-22	9.04E-20
ENSMUSG00000042041	2.413915008	3.697668556	7.93E-22	9.04E-20
ENSMUSG00000090264	2.972572186	6.963322367	9.84E-22	1.11E-19
ENSMUSG00000031767	-2.142244416	8.523184506	1.01E-21	1.13E-19
ENSMUSG00000023070	-1.493119366	8.99189575	1.20E-21	1.33E-19
ENSMUSG00000029167	2.715022504	3.922492178	1.34E-21	1.47E-19
ENSMUSG00000028655	2.445096842	6.959591191	1.70E-21	1.85E-19
ENSMUSG00000024900	1.249986268	9.318110421	2.23E-21	2.40E-19
ENSMUSG00000034858	1.159121977	6.253741516	2.78E-21	2.97E-19
ENSMUSG00000042476	1.081397823	8.103926385	3.07E-21	3.25E-19
ENSMUSG00000113399	4.687828035	0.006810795	3.71E-21	3.90E-19
ENSMUSG00000032028	-1.707862892	2.970277743	5.56E-21	5.79E-19
ENSMUSG00000032271	2.148299373	7.425371581	5.66E-21	5.84E-19
ENSMUSG00000026981	2.639922734	2.584936065	6.38E-21	6.53E-19
ENSMUSG00000037035	2.451491977	1.970092555	6.77E-21	6.87E-19
ENSMUSG00000067219	3.209267437	2.733140964	8.96E-21	9.02E-19
ENSMUSG00000071637	1.66107887	3.917224132	1.06E-20	1.05E-18
ENSMUSG00000028051	-2.931775388	3.144594921	1.81E-20	1.79E-18
ENSMUSG00000048087	1.481884273	4.168971334	1.82E-20	1.79E-18
ENSMUSG00000053898	1.006613568	8.656763749	1.91E-20	1.86E-18
ENSMUSG00000031628	-1.154891569	3.960255078	2.05E-20	1.98E-18
ENSMUSG00000054630	-1.250039094	9.750998375	2.19E-20	2.10E-18
ENSMUSG00000039886	1.296666848	6.221064397	3.34E-20	3.18E-18
ENSMUSG00000027556	-2.047157855	2.236095124	6.08E-20	5.74E-18
ENSMUSG00000021210	-1.413306864	9.266103376	8.07E-20	7.56E-18
ENSMUSG00000029440	1.181982061	5.64754305	8.78E-20	8.11E-18
ENSMUSG00000074063	-2.216446526	7.169672202	8.79E-20	8.11E-18
ENSMUSG00000025934	-1.450239435	10.06932087	1.17E-19	1.07E-17
ENSMUSG00000038582	1.419485947	5.197266987	1.27E-19	1.15E-17
ENSMUSG00000018900	1.658851652	5.735090432	1.39E-19	1.25E-17
ENSMUSG00000050445	1.587300227	9.195394288	1.69E-19	1.51E-17
ENSMUSG00000066170	4.817963188	-0.040168668	2.01E-19	1.78E-17
ENSMUSG00000100094	-1.381916314	4.323774787	2.02E-19	1.78E-17
ENSMUSG00000032349	1.482794775	7.447340746	2.11E-19	1.85E-17
ENSMUSG00000038859	1.177906352	5.700328912	2.50E-19	2.17E-17
ENSMUSG00000029260	-1.05466859	8.853924584	3.10E-19	2.68E-17
ENSMUSG00000003555	3.475974573	5.232973428	5.39E-19	4.62E-17
ENSMUSG00000034258	1.763120893	2.749593478	5.68E-19	4.83E-17
ENSMUSG00000030972	-1.107994302	7.200022736	2.22E-18	1.88E-16
ENSMUSG00000068762	-1.155212568	5.697731636	3.78E-18	3.17E-16
ENSMUSG00000025509	1.349015614	7.444334811	4.35E-18	3.62E-16
ENSMUSG00000091780	1.191673263	5.041703634	4.62E-18	3.82E-16
ENSMUSG00000030711	1.484526377	8.382679276	5.97E-18	4.91E-16
ENSMUSG00000035878	1.015802381	6.201264892	6.71E-18	5.48E-16
ENSMUSG00000073600	1.403504344	3.295327545	7.43E-18	6.02E-16
ENSMUSG00000045294	-1.937941367	7.559120573	8.93E-18	7.19E-16
ENSMUSG00000030278	3.188801777	4.361171587	9.56E-18	7.65E-16
ENSMUSG00000006522	0.96768869	9.709386141	1.58E-17	1.25E-15
ENSMUSG00000035372	1.386364018	5.816634279	1.66E-17	1.31E-15
ENSMUSG00000022742	0.896755812	7.036995165	1.77E-17	1.39E-15
ENSMUSG00000058135	-1.179180189	11.16844306	1.78E-17	1.39E-15
ENSMUSG00000020689	1.810909976	2.779840428	2.22E-17	1.72E-15
ENSMUSG00000069456	0.99514814	6.842843272	2.76E-17	2.12E-15
ENSMUSG00000025340	1.081149836	4.193912391	2.91E-17	2.23E-15
ENSMUSG00000090925	-3.652202502	0.496525985	3.07E-17	2.34E-15
ENSMUSG00000028167	-1.258127627	3.655861295	3.20E-17	2.42E-15
ENSMUSG00000085651	2.772918745	0.367225947	3.32E-17	2.49E-15
ENSMUSG00000062410	-1.07569378	7.637555784	3.41E-17	2.54E-15
ENSMUSG00000036957	1.493054978	3.015192775	3.51E-17	2.60E-15
ENSMUSG00000041237	-1.693574563	7.399687631	3.93E-17	2.90E-15
ENSMUSG00000111709	-2.125372311	2.873493846	4.25E-17	3.11E-15
ENSMUSG00000028893	1.809194507	4.372718318	5.00E-17	3.64E-15
ENSMUSG00000095061	4.64665699	2.005386292	6.17E-17	4.46E-15
ENSMUSG00000059447	1.044101255	8.272911217	8.69E-17	6.25E-15
ENSMUSG00000029201	-0.869360813	7.601740442	8.83E-17	6.31E-15
ENSMUSG00000021620	0.844089474	7.270297619	1.09E-16	7.72E-15
ENSMUSG00000031167	0.992961271	5.225752953	1.11E-16	7.85E-15
ENSMUSG00000055912	-0.908153591	6.511191694	1.12E-16	7.85E-15
ENSMUSG00000078234	-1.537559183	4.853595991	1.18E-16	8.24E-15
ENSMUSG00000025195	1.024673342	5.886211936	1.19E-16	8.26E-15
ENSMUSG00000024222	1.933074837	6.992243178	1.25E-16	8.61E-15
ENSMUSG00000001211	0.931776605	8.152015914	1.43E-16	9.82E-15
ENSMUSG00000027809	0.884434793	8.311562661	2.29E-16	1.56E-14
ENSMUSG00000023832	-0.960647496	5.53592266	2.44E-16	1.66E-14
ENSMUSG00000021591	0.948500954	5.859469711	2.60E-16	1.76E-14
ENSMUSG00000034528	0.848703306	8.677509871	3.06E-16	2.05E-14
ENSMUSG00000025950	-0.895424354	8.538142573	3.61E-16	2.41E-14
ENSMUSG00000086765	3.729358485	-0.182833503	3.65E-16	2.42E-14
ENSMUSG00000117975	1.973716597	1.695637039	3.72E-16	2.45E-14
ENSMUSG00000070056	-1.02878823	4.737155308	5.11E-16	3.36E-14
ENSMUSG00000103421	1.244830034	3.79356681	5.31E-16	3.47E-14
ENSMUSG00000030096	-1.078173551	6.983059557	5.40E-16	3.51E-14
ENSMUSG00000030214	0.966906419	5.463153332	8.37E-16	5.41E-14
ENSMUSG00000031765	2.229729727	7.524850465	9.22E-16	5.93E-14
ENSMUSG00000027173	-0.921005229	4.522646344	9.43E-16	6.03E-14
ENSMUSG00000046949	-0.920280929	6.402387667	1.10E-15	7.02E-14
ENSMUSG00000067813	-1.221398637	3.628000311	1.13E-15	7.13E-14
ENSMUSG00000040740	1.61001987	3.338992361	1.28E-15	8.06E-14
ENSMUSG00000056234	0.965287166	7.865607177	1.41E-15	8.81E-14
ENSMUSG00000041769	0.970482968	4.758123036	1.45E-15	9.04E-14
ENSMUSG00000001630	-1.002665883	3.99344431	1.62E-15	1.00E-13
ENSMUSG00000039323	1.522312957	9.343113924	1.91E-15	1.18E-13
ENSMUSG00000039917	0.921546831	5.301083146	2.01E-15	1.23E-13
ENSMUSG00000026043	-1.664800833	4.535846664	2.10E-15	1.28E-13
ENSMUSG00000016024	0.965780021	6.995540633	2.54E-15	1.54E-13
ENSMUSG00000109089	1.335423001	3.245796441	2.54E-15	1.54E-13
ENSMUSG00000038007	1.047782725	4.408083508	3.44E-15	2.07E-13
ENSMUSG00000038393	1.776102111	7.436692924	3.63E-15	2.17E-13
ENSMUSG00000049685	-2.302063606	1.269437398	3.75E-15	2.23E-13
ENSMUSG00000028494	1.339816975	8.630061321	5.08E-15	3.01E-13
ENSMUSG00000109291	2.110166072	1.508855994	5.17E-15	3.05E-13
ENSMUSG00000029153	-0.949687461	4.638356734	5.63E-15	3.30E-13
ENSMUSG00000054263	-1.65176782	7.379557696	5.77E-15	3.37E-13
ENSMUSG00000032602	0.845482407	7.162245328	6.21E-15	3.59E-13
ENSMUSG00000054252	-1.323402446	4.611715908	6.23E-15	3.59E-13
ENSMUSG00000030364	-2.598883295	2.693682677	6.23E-15	3.59E-13
ENSMUSG00000025089	1.047962251	8.011818703	6.61E-15	3.78E-13
ENSMUSG00000039934	-1.076561943	4.807143148	6.71E-15	3.82E-13
ENSMUSG00000003559	1.054102018	5.692150744	7.02E-15	3.98E-13
ENSMUSG00000019997	1.709360994	3.959770315	8.95E-15	5.05E-13
ENSMUSG00000024827	1.12504434	7.672514957	1.04E-14	5.87E-13
ENSMUSG00000046718	-0.887146122	6.433533326	1.09E-14	6.12E-13
ENSMUSG00000029009	1.191087106	2.878220021	1.15E-14	6.38E-13
ENSMUSG00000063919	2.01133205	1.648298446	1.22E-14	6.75E-13
ENSMUSG00000033533	-0.951736615	8.328066757	1.26E-14	6.95E-13
ENSMUSG00000031596	1.200040921	9.902402673	1.37E-14	7.52E-13
ENSMUSG00000028179	1.223813517	9.140885536	1.42E-14	7.76E-13
ENSMUSG00000074373	4.160116864	2.209388875	1.44E-14	7.83E-13
ENSMUSG00000074207	-1.001115657	10.98674779	1.59E-14	8.59E-13
ENSMUSG00000025533	1.592694235	10.4141866	1.78E-14	9.58E-13
ENSMUSG00000025270	-0.996334848	6.518939445	1.93E-14	1.03E-12
ENSMUSG00000022040	0.947597668	10.10331374	1.94E-14	1.04E-12
ENSMUSG00000029650	-1.002906545	5.434031641	1.98E-14	1.05E-12
ENSMUSG00000026317	1.041885295	5.629610203	2.24E-14	1.19E-12
ENSMUSG00000035914	-1.623679821	2.823722242	2.49E-14	1.31E-12
ENSMUSG00000032018	-1.158592386	7.943488299	2.50E-14	1.31E-12
ENSMUSG00000090038	1.254658532	2.989704535	2.63E-14	1.38E-12
ENSMUSG00000021957	-0.874174094	6.982319805	2.82E-14	1.47E-12
ENSMUSG00000024378	-1.724247099	6.239162125	2.89E-14	1.50E-12
ENSMUSG00000037440	1.395790935	6.101753605	3.29E-14	1.70E-12
ENSMUSG00000006777	3.193727837	2.651689559	4.30E-14	2.21E-12
ENSMUSG00000105315	-2.6805412	1.239284206	4.65E-14	2.38E-12
ENSMUSG00000102095	-1.713374931	1.899418598	5.05E-14	2.57E-12
ENSMUSG00000105703	2.685258048	6.667982614	6.10E-14	3.09E-12
ENSMUSG00000079563	0.860179027	7.057898804	7.22E-14	3.65E-12
ENSMUSG00000057110	1.213021009	4.534088477	8.54E-14	4.30E-12
ENSMUSG00000031700	0.973730363	9.62177024	8.60E-14	4.31E-12
ENSMUSG00000048489	1.363516642	5.745813232	1.02E-13	5.09E-12
ENSMUSG00000022617	0.836389619	5.223872806	1.06E-13	5.25E-12
ENSMUSG00000027983	-1.172844429	3.85185554	1.08E-13	5.35E-12
ENSMUSG00000032500	-1.575494799	3.597073431	1.14E-13	5.64E-12
ENSMUSG00000031349	-1.701595851	4.365120097	1.17E-13	5.72E-12
ENSMUSG00000029695	1.140051389	8.834299444	1.20E-13	5.86E-12
ENSMUSG00000060613	-3.023194222	8.070605959	1.29E-13	6.29E-12
ENSMUSG00000030207	0.965897406	5.871619652	1.71E-13	8.31E-12
ENSMUSG00000041798	-2.920980337	6.616633468	1.75E-13	8.48E-12
ENSMUSG00000034173	1.290147152	3.103905017	1.80E-13	8.66E-12
ENSMUSG00000044468	1.192148349	3.515741062	1.82E-13	8.74E-12
ENSMUSG00000026435	1.302513837	5.357268133	1.86E-13	8.88E-12
ENSMUSG00000021670	-1.1062239	6.013536789	1.98E-13	9.42E-12
ENSMUSG00000026944	-0.984820695	5.83866456	1.99E-13	9.42E-12
ENSMUSG00000075025	2.238649466	0.882655451	2.13E-13	1.01E-11
ENSMUSG00000024052	0.994615975	8.925344214	2.21E-13	1.04E-11
ENSMUSG00000032350	-0.992490344	7.532999972	2.22E-13	1.04E-11
ENSMUSG00000065952	-2.62908738	0.859814343	2.30E-13	1.07E-11
ENSMUSG00000026526	1.256372284	8.202308534	2.34E-13	1.08E-11
ENSMUSG00000053461	2.566145839	0.025907396	3.00E-13	1.39E-11
ENSMUSG00000004098	-0.943241519	4.502961176	3.60E-13	1.66E-11
ENSMUSG00000050122	2.683256204	0.52153454	4.02E-13	1.84E-11
ENSMUSG00000071551	-1.187812286	7.021148237	4.52E-13	2.07E-11
ENSMUSG00000021750	4.924757283	1.75222368	4.59E-13	2.09E-11
ENSMUSG00000012428	-1.047273022	6.287481807	5.10E-13	2.32E-11
ENSMUSG00000025936	-1.847368732	2.957704387	5.12E-13	2.32E-11
ENSMUSG00000028521	-0.787031484	6.925067094	5.69E-13	2.56E-11
ENSMUSG00000078937	2.152094821	2.240754211	5.70E-13	2.56E-11
ENSMUSG00000026003	0.797842665	7.812969312	6.01E-13	2.69E-11
ENSMUSG00000051041	-1.013294264	3.459830106	6.30E-13	2.81E-11
ENSMUSG00000084839	1.653767715	3.623671443	7.03E-13	3.12E-11
ENSMUSG00000032098	2.28459636	1.734183836	7.18E-13	3.18E-11
ENSMUSG00000027597	1.094435028	12.05026349	7.22E-13	3.19E-11
ENSMUSG00000031725	-0.957971393	8.636687088	7.28E-13	3.20E-11
ENSMUSG00000062762	0.880629396	7.869038357	7.36E-13	3.22E-11
ENSMUSG00000000876	0.781803345	6.252239095	8.14E-13	3.55E-11
ENSMUSG00000030103	-1.520435438	7.066851185	8.65E-13	3.76E-11
ENSMUSG00000028607	0.77179157	7.812169574	8.94E-13	3.87E-11
ENSMUSG00000086628	0.917787277	3.620635105	9.40E-13	4.05E-11
ENSMUSG00000041025	-1.188199916	4.219386384	9.79E-13	4.20E-11
ENSMUSG00000031482	1.218525692	8.630129634	9.80E-13	4.20E-11
ENSMUSG00000029458	0.891985103	7.509549262	9.93E-13	4.24E-11
ENSMUSG00000019883	-0.820122786	5.634033453	1.03E-12	4.37E-11
ENSMUSG00000025003	2.010896614	1.877801555	1.04E-12	4.39E-11
ENSMUSG00000031762	2.450444898	6.458776568	1.04E-12	4.41E-11
ENSMUSG00000041773	1.812446468	3.025769864	1.10E-12	4.62E-11
ENSMUSG00000037287	-0.789096912	6.213378572	1.12E-12	4.71E-11
ENSMUSG00000047617	-1.222443151	3.038340961	1.15E-12	4.81E-11
ENSMUSG00000041044	-1.065963023	3.932756367	1.28E-12	5.34E-11
ENSMUSG00000031790	-0.804538215	5.588445978	1.34E-12	5.57E-11
ENSMUSG00000002992	1.064680911	7.529918518	1.35E-12	5.57E-11
ENSMUSG00000042524	0.89381379	6.909968497	1.54E-12	6.36E-11
ENSMUSG00000045092	-1.041387526	5.103197968	1.71E-12	7.02E-11
ENSMUSG00000042213	-1.004392826	3.417805696	2.13E-12	8.72E-11
ENSMUSG00000081207	-1.051241558	3.336338708	2.34E-12	9.55E-11
ENSMUSG00000033327	-1.021969582	3.785053072	2.68E-12	1.09E-10
ENSMUSG00000020532	-1.103774884	6.288267094	2.90E-12	1.18E-10
ENSMUSG00000024132	0.854185663	7.096232925	2.91E-12	1.18E-10
ENSMUSG00000038975	0.76604117	5.063164922	2.94E-12	1.18E-10
ENSMUSG00000035064	-1.112734184	3.689812749	3.01E-12	1.21E-10
ENSMUSG00000029385	1.159037889	3.501293068	3.38E-12	1.35E-10
ENSMUSG00000031938	-0.798930992	7.816421575	3.50E-12	1.40E-10
ENSMUSG00000041698	-1.97497524	7.765833114	3.56E-12	1.41E-10
ENSMUSG00000059743	-1.571480924	6.095989325	3.71E-12	1.47E-10
ENSMUSG00000063704	-1.605227543	2.668830243	3.72E-12	1.47E-10
ENSMUSG00000026822	1.652959879	2.318229212	3.83E-12	1.51E-10
ENSMUSG00000024990	0.786969522	11.61853812	3.85E-12	1.51E-10
ENSMUSG00000059811	0.858699631	6.946331166	4.32E-12	1.69E-10
ENSMUSG00000018401	0.700843896	6.010908155	4.42E-12	1.72E-10
ENSMUSG00000035969	1.13102276	4.988307889	4.51E-12	1.75E-10
ENSMUSG00000066477	-2.311191098	2.281517305	4.88E-12	1.89E-10
ENSMUSG00000025854	-0.779895417	5.620232471	5.27E-12	2.03E-10
ENSMUSG00000032083	0.869287603	13.13266019	5.47E-12	2.11E-10
ENSMUSG00000045414	-0.934388538	4.819632527	7.30E-12	2.80E-10
ENSMUSG00000035041	0.821978562	8.667313773	7.94E-12	3.04E-10
ENSMUSG00000020733	-0.736569158	7.826564723	9.33E-12	3.55E-10
ENSMUSG00000036390	-1.650032708	1.628121381	9.34E-12	3.55E-10
ENSMUSG00000027359	0.83802715	10.73035173	9.84E-12	3.73E-10
ENSMUSG00000026097	-0.781681931	4.180552146	9.88E-12	3.73E-10
ENSMUSG00000035948	0.967827565	4.467936706	1.08E-11	4.06E-10
ENSMUSG00000113175	3.262019677	0.767056027	1.11E-11	4.17E-10
ENSMUSG00000022637	1.128015968	3.128297252	1.25E-11	4.68E-10
ENSMUSG00000025745	0.75477556	8.613932626	1.27E-11	4.75E-10
ENSMUSG00000097426	-1.853633961	1.837059083	1.29E-11	4.81E-10
ENSMUSG00000037797	-0.909708408	5.913655189	1.43E-11	5.29E-10
ENSMUSG00000031227	-1.85357535	1.493319365	1.50E-11	5.56E-10
ENSMUSG00000030545	0.960959585	6.957006252	1.52E-11	5.59E-10
ENSMUSG00000092075	-4.816488034	4.921700372	1.66E-11	6.09E-10
ENSMUSG00000086841	0.975179844	3.147599703	1.68E-11	6.14E-10
ENSMUSG00000048445	-2.080287562	1.121348043	1.69E-11	6.17E-10
ENSMUSG00000035530	0.697553697	8.222404802	1.79E-11	6.52E-10
ENSMUSG00000022041	1.716103578	3.071592597	1.83E-11	6.64E-10
ENSMUSG00000054827	-0.886759321	9.853083317	1.84E-11	6.64E-10
ENSMUSG00000029467	0.805735951	7.709997513	1.85E-11	6.66E-10
ENSMUSG00000054855	1.455953058	3.380847934	1.88E-11	6.76E-10
ENSMUSG00000097321	-1.615195258	2.811148623	1.94E-11	6.96E-10
ENSMUSG00000070704	-0.869442199	9.202921179	2.01E-11	7.17E-10
ENSMUSG00000024589	0.91417269	4.961356977	2.01E-11	7.17E-10
ENSMUSG00000028024	-0.981250354	5.806720718	2.06E-11	7.30E-10
ENSMUSG00000032418	-0.960328882	7.313709169	2.06E-11	7.31E-10
ENSMUSG00000033102	-0.818372326	4.93236162	2.08E-11	7.34E-10
ENSMUSG00000068747	-1.235366804	4.646987616	2.14E-11	7.55E-10
ENSMUSG00000019232	1.217077822	8.240006329	2.23E-11	7.82E-10
ENSMUSG00000072115	0.904557857	7.409893507	2.24E-11	7.84E-10
ENSMUSG00000055730	-0.80124399	9.281518528	2.28E-11	7.96E-10
ENSMUSG00000020926	-1.638486767	4.616465068	2.35E-11	8.19E-10
ENSMUSG00000019505	0.746331729	9.394174833	2.47E-11	8.59E-10
ENSMUSG00000022235	0.814883496	7.294644209	2.51E-11	8.69E-10
ENSMUSG00000028862	2.184447269	1.677536507	2.55E-11	8.82E-10
ENSMUSG00000023963	1.100072269	5.47046755	3.02E-11	1.04E-09
ENSMUSG00000044393	-0.69400761	6.888175809	3.06E-11	1.05E-09
ENSMUSG00000054764	2.347540271	-0.123479366	3.49E-11	1.19E-09
ENSMUSG00000006538	-1.804222649	1.426207673	3.58E-11	1.22E-09
ENSMUSG00000034382	-0.798993241	4.903523433	3.75E-11	1.27E-09
ENSMUSG00000038323	-0.885844209	3.911642649	4.17E-11	1.42E-09
ENSMUSG00000031812	0.743151683	7.569034461	4.21E-11	1.43E-09
ENSMUSG00000023004	-1.229563295	5.376427936	4.24E-11	1.43E-09
ENSMUSG00000021895	0.748329174	4.689827074	4.26E-11	1.43E-09
ENSMUSG00000043091	-0.784716909	6.578071501	4.30E-11	1.44E-09
ENSMUSG00000028654	1.436308736	4.008767959	5.21E-11	1.74E-09
ENSMUSG00000000326	-0.933653923	8.910041902	5.26E-11	1.76E-09
ENSMUSG00000034634	1.998136011	1.090412888	5.79E-11	1.93E-09
