	logFC.group_allob.ob.12	logFC.group_allob.ob.16	logFC.group_allob.ob.2	logFC.group_allob.ob.24	logFC.group_allob.ob.4	logFC.group_allob.ob.6	logFC.group_allob.ob.8	logCPM	LR	PValue	FDR
ENSMUSG00000024146	-0.065050434	-0.114439255	0.087053093	-0.007482124	-0.08701658	0.04473658	0.033127315	4.595329167	10.13190393	0.181221017	0.254906636
ENSMUSG00000078887	-0.421362858	-0.222350795	0.339837843	-0.044420123	0.394706467	-0.904647079	0.074328628	0.280322993	10.13060047	0.181292483	0.254982094
ENSMUSG00000042677	-0.337275784	-0.162900462	-0.056195127	-0.234762919	-0.180207412	0.184117292	-0.244987495	1.93143323	10.12963548	0.181345406	0.25503146
ENSMUSG00000062006	-0.004481015	0.154896021	0.06605837	0.132223847	0.173523912	0.114785576	0.115528503	5.74700587	10.12348662	0.181682937	0.255481029
ENSMUSG00000020901	0.361673177	0.621977694	0.274172961	0.799242674	0.476985968	0.623036355	0.354276031	0.363835998	10.1200561	0.181871478	0.255721021
ENSMUSG00000028101	0.13539586	0.055714356	-0.169115196	-0.034897565	-0.024442175	0.175938363	0.078788823	3.117425945	10.11758145	0.182007586	0.25588725
ENSMUSG00000032875	-0.115063331	-0.116735731	-0.06339009	-0.078720052	0.123479202	-0.20678556	0.15625541	2.676704268	10.11487178	0.182156718	0.256062673
ENSMUSG00000076437	-0.309185861	-0.421584091	-0.167170798	-0.270355363	-0.310992443	-0.219693982	-0.361348489	1.880775133	10.11466408	0.182168154	0.256062673
ENSMUSG00000107504	-0.046925698	-0.407293658	0.509324634	-0.187598133	0.740123754	-0.551626932	0.760084095	-1.443315219	10.11431395	0.182187432	0.256064614
ENSMUSG00000049723	0.208280745	0.59284828	-0.390463834	0.36864764	-0.13140695	-0.248670337	0.187533092	2.695158652	10.11347615	0.182233569	0.256104303
ENSMUSG00000058997	0.160275293	0.142337501	-0.014756356	0.152292368	0.054694305	0.10891068	0.130132142	8.569919642	10.11143872	0.18234581	0.256219772
ENSMUSG00000035107	-0.48114674	-0.406322189	-0.110266845	-0.250482036	-0.204480897	-0.011777278	0.150610744	1.069392508	10.1113346	0.182351547	0.256219772
ENSMUSG00000056492	0.015576277	0.236758565	0.031597688	0.145126266	0.127601449	0.045426763	0.011418934	5.538683479	10.11010172	0.182419496	0.256278025
ENSMUSG00000020326	-0.112598708	-0.108797102	0.070727739	-0.101359729	0.008231931	0.036040842	-0.033520715	5.526040912	10.10993241	0.182428829	0.256278025
ENSMUSG00000044433	0.169304682	0.037454007	-0.133236704	-0.064437372	0.029143479	-0.032520156	0.053817636	4.268541911	10.10822659	0.182522882	0.256378067
ENSMUSG00000038827	-0.119506715	0.025653622	-0.232883856	0.227541231	-0.096360861	0.023906932	-0.011467245	2.196082376	10.10799091	0.18253588	0.256378067
ENSMUSG00000020528	0.087755693	-0.058248364	0.087736969	-0.119411133	0.12564374	0.144498355	0.137893456	3.046624926	10.10580986	0.182656201	0.256521882
ENSMUSG00000035397	-0.074854475	-0.339551227	0.073093197	-0.160177212	0.124117331	-0.006171626	-0.105260806	2.696255212	10.10526977	0.182686006	0.256538559
ENSMUSG00000074580	0.230634594	0.46900559	0.445700837	0.734284802	-0.211058999	-0.473892439	-0.112440376	-1.082835467	10.10172868	0.182881526	0.256787917
ENSMUSG00000029130	-0.772775439	-0.493474405	-0.144767351	-0.324127703	-0.646901338	0.404170301	0.340771087	-0.695900938	10.09985905	0.182984826	0.256885568
ENSMUSG00000025351	-0.013044571	0.259350737	-0.454926011	0.3928386	-0.196114452	-0.097781368	0.11507877	3.373291298	10.09982008	0.18298698	0.256885568
ENSMUSG00000002588	0.214646676	0.1760092	0.039689439	0.126965495	0.150359967	0.200430729	0.218727057	9.500011072	10.09875818	0.183045675	0.256942756
ENSMUSG00000030148	-0.552596284	-0.640682377	0.21443835	-0.133596831	-0.132566164	-0.19619095	-0.271109839	0.341300602	10.0969515	0.183145571	0.257057762
ENSMUSG00000027324	-0.038614159	0.356913569	0.284975997	0.281190268	0.376763998	0.423391705	0.444535852	1.27047531	10.095581	0.18322138	0.257138942
ENSMUSG00000020230	-0.26445122	-0.870014169	0.032733835	0.182145456	-0.121900219	0.00771427	0.027529338	-0.042168793	10.09480404	0.18326437	0.257174049
ENSMUSG00000010277	-0.080627796	-0.107957309	-0.023848463	-0.213162035	-0.05107776	-0.038724523	-0.052628154	8.097096316	10.09360839	0.183330542	0.257204783
ENSMUSG00000031467	0.062697344	0.012088395	-0.063795068	0.237800253	-0.0839971	0.045302544	0.083933464	3.178650064	10.09353708	0.183334489	0.257204783
ENSMUSG00000100747	-0.407903202	-0.288939267	-0.198787054	-0.445598978	-0.187151945	0.858128073	0.165981676	-1.386246965	10.09340574	0.183341759	0.257204783
ENSMUSG00000049878	0.199155816	0.327954598	0.281249605	0.260990613	0.133604662	0.040191123	0.177717132	4.102133885	10.09310917	0.183358177	0.257204783
ENSMUSG00000004473	-0.188338076	-0.148808473	0.088572347	0.089994176	0.06679688	-0.234968119	-0.496883767	1.011485108	10.08584951	0.183760434	0.257726662
ENSMUSG00000021704	-0.084128064	-0.312248021	-0.141315775	-0.165731859	-0.241093324	-0.190183359	-0.170418272	3.751079846	10.08548389	0.183780713	0.257726662
ENSMUSG00000025145	-0.15246546	-0.24547783	-0.001752073	-0.050924389	0.162111329	0.11837893	0.049375641	2.793121492	10.08515505	0.183798953	0.257726662
ENSMUSG00000028639	0.040140775	-0.018657329	0.047536379	-0.03448085	0.063671343	0.128793172	0.065105497	7.308129149	10.08509527	0.183802269	0.257726662
ENSMUSG00000045932	0.38605076	0.470319486	0.16207848	0.252395935	-0.338042105	0.111532967	0.140243572	1.685438445	10.07946311	0.184114914	0.258139754
ENSMUSG00000097073	0.11708327	-0.110256678	-0.172987898	-0.279441525	-0.343495761	-0.250066328	0.493523099	-0.459299536	10.07883422	0.184149852	0.258163441
ENSMUSG00000027166	0.269401263	0.385538386	0.118824875	0.104605112	0.042946865	-0.063461176	0.128193859	1.881014857	10.07756837	0.184220192	0.25823675
ENSMUSG00000107944	0.832839693	1.001098517	-0.47937309	0.169739015	0.218356127	0.177667334	0.289615413	-1.329534987	10.06953213	0.184667271	0.258838099
ENSMUSG00000020634	0.19567608	0.168714808	0.090349052	0.191694492	0.141613694	0.193371679	0.221006993	4.936575047	10.06905665	0.184693752	0.258849858
ENSMUSG00000043099	-0.352039725	-0.556114903	-0.036192447	0.064809266	-0.268061556	-0.32835351	-0.323248707	2.149363271	10.06169703	0.185104032	0.259399461
ENSMUSG00000020163	-0.048207731	-0.031564738	0.074040945	-0.104896146	0.078846493	0.130168881	-0.008975421	7.134454354	10.06064613	0.185162679	0.259456235
ENSMUSG00000036466	0.136179232	1.000971685	0.775217006	0.134641876	1.555045883	-0.213621161	0.689242965	-2.016732094	10.05970192	0.185215385	0.259504674
ENSMUSG00000033938	-0.095817284	-0.018730279	0.123316323	0.041860301	0.141922873	0.118352656	0.011637936	5.918781633	10.05843586	0.185286078	0.259571326
ENSMUSG00000021786	0.194567546	0.050356385	0.021277272	0.09870675	0.059053665	0.12566544	0.100243344	5.627033601	10.05820017	0.18529924	0.259571326
ENSMUSG00000015994	0.071447524	0.116453591	0.008848248	0.17283071	0.047229413	0.023599602	0.082518527	4.866588053	10.05675706	0.18537985	0.259658824
ENSMUSG00000078606	-0.630583191	-1.061381946	0.168292846	-0.615175995	-0.291006417	-0.866679112	-0.391436722	2.148920326	10.05280733	0.185600625	0.259942613
ENSMUSG00000117505	-0.450793936	0.025650096	-0.327383028	0.109280904	-1.825564282	-0.798546957	0.488350549	-1.750549903	10.05240275	0.185623251	0.259948857
ENSMUSG00000078995	0.084105793	-0.203133797	0.305914976	0.133013634	0.384973507	0.286010359	0.707662636	-0.141120039	10.05148303	0.185674697	0.259995455
ENSMUSG00000030364	-0.30533106	0.361542618	0.548813334	0.750902313	-0.301114138	-0.55184553	-0.021103021	0.497794671	10.05021758	0.185745501	0.260047123
ENSMUSG00000112640	-0.26225008	-0.165954771	-0.549942342	0.297499475	-0.351932208	-0.365882289	-0.233960252	0.667758304	10.0501739	0.185747945	0.260047123
ENSMUSG00000054135	-0.237068869	0.357354152	0.747552022	0.611704426	0.694567004	0.997541548	-0.106601865	-1.247612949	10.04958643	0.185780823	0.260067705
ENSMUSG00000039480	0.089530511	0.109829123	-0.073983116	0.053100014	-0.171746745	0.022932745	-0.060578149	4.204082781	10.04774092	0.185884139	0.260185352
ENSMUSG00000052229	0.119370958	0.197046992	-0.118860295	0.615388819	-0.297370115	0.152628375	-0.215422982	0.124138408	10.04743563	0.185901234	0.260185352
ENSMUSG00000034898	0.322615264	-0.00703755	-0.205087783	-0.420729366	0.154515554	0.248504422	0.177307605	0.034186963	10.04696046	0.185927845	0.260189756
ENSMUSG00000002679	0.095944885	0.11790029	-0.041397926	-0.125555445	-0.06212305	0.053558538	0.274181673	2.459865534	10.04673003	0.185940751	0.260189756
ENSMUSG00000051550	0.106236903	-0.195012139	-0.04621598	-0.154582106	-0.096727559	-0.393588804	-0.141313895	2.183551093	10.04227732	0.186190284	0.260513454
ENSMUSG00000050605	-0.051558346	0.080172115	-0.798987154	0.108219478	0.405230658	-0.586711458	0.149574628	-1.026757348	10.04120578	0.186250375	0.260572051
ENSMUSG00000030319	0.432701052	0.647772509	-0.380901788	0.130087417	0.296303903	-1.169516532	-0.247412452	-1.091760189	10.04020414	0.186306562	0.260625174
ENSMUSG00000102411	-0.948921191	-0.681611303	-0.954489654	-0.670771481	-0.203676764	-0.424615374	-0.412288839	-0.672551022	10.03896665	0.186375997	0.260696819
ENSMUSG00000041453	0.044313814	0.13670964	0.050483989	0.173114428	0.112600518	0.144131927	0.063763644	6.989923166	10.03736546	0.186465871	0.260797037
ENSMUSG00000049287	0.136814857	-0.093862265	0.097734448	0.027605396	0.098042073	0.147057864	0.161559908	4.082720535	10.03505454	0.186595647	0.260953037
ENSMUSG00000014547	0.009596577	-0.0817488	0.040782932	-0.161418406	0.065749294	0.019020405	0.091200077	4.404356488	10.03469017	0.186616116	0.260956156
ENSMUSG00000003299	0.097500197	-0.078911924	-0.078054427	-0.119075153	0.002750353	-0.012245713	0.006672953	4.872925548	10.03290313	0.186716533	0.26107106
ENSMUSG00000041515	0.124703822	0.050237744	0.302198659	0.331902351	-0.151284197	0.034100598	-0.159202222	2.683519552	10.03207323	0.186763181	0.261110768
ENSMUSG00000031885	-0.042417809	0.075756023	0.213791591	0.30815324	0.133833469	0.326341093	0.169155855	2.968568394	10.0307358	0.186838379	0.261169665
ENSMUSG00000031292	-0.203927045	-0.308023054	-0.012887011	-0.202554521	0.016216618	-0.147658687	-0.192256917	2.45774323	10.03067469	0.186841815	0.261169665
ENSMUSG00000069939	-0.030282704	-0.365128811	-0.018290864	-0.472368377	-0.122383259	0.253921171	-0.158228933	2.028260047	10.02847673	0.186965453	0.261316958
ENSMUSG00000118239	-0.124242256	-0.036884628	0.188705942	-0.199207403	0.584780396	0.622861288	0.497400786	-0.729108824	10.02250058	0.187301962	0.261761718
ENSMUSG00000040631	0.337611727	0.498373305	-0.05501054	0.409841063	0.167041201	0.365692809	0.142682125	0.432407787	10.02200042	0.187330148	0.261772314
ENSMUSG00000053289	0.29564802	0.224449676	0.20812726	0.2230128	0.252991499	0.242179431	0.291993346	3.126373123	10.02171676	0.187346135	0.261772314
ENSMUSG00000090137	-0.093252885	-0.06904765	0.065424596	0.026555065	0.074260616	0.041801093	-0.028743969	8.248542649	10.02119065	0.187375789	0.261788184
ENSMUSG00000079260	-0.088671144	-0.063647444	-0.103129396	-0.426683841	0.193837467	0.055274275	-0.160513834	1.458054353	10.01977322	0.187455703	0.261874263
ENSMUSG00000042340	0.264078623	0.082072967	-0.009553589	0.190490219	-0.096703904	-0.162235848	0.025145357	2.461741685	10.01940279	0.187476593	0.261877877
ENSMUSG00000070305	-0.215349957	-0.205328431	0.026086226	0.066166304	-0.081931469	-0.131845405	-0.165316966	3.321202569	10.01540662	0.187702068	0.262167239
ENSMUSG00000038126	-0.142028523	-0.417445285	-0.120503032	-0.122133889	0.038907069	0.15039794	-0.048328273	1.650108548	10.01300794	0.187837517	0.262330814
ENSMUSG00000094627	-0.572272972	0.118460233	0.064374153	0.715634598	-0.040466398	0.08397656	0.004286642	-0.355364326	10.01072166	0.187966694	0.262478703
ENSMUSG00000075273	0.316316258	0.075629835	-0.002935801	-0.065060709	0.062247556	0.032280793	0.253021944	2.692413619	10.01028965	0.187991112	0.262478703
ENSMUSG00000031971	0.266322827	1.11845983	0.12071095	0.128457124	1.314796272	0.010892659	0.433436767	-1.506212585	10.01015992	0.187998445	0.262478703
ENSMUSG00000057594	-0.253340888	-0.172756885	-0.333512435	-0.227784317	-0.197034426	-0.451161348	-0.277652597	2.397824847	10.00794309	0.188123786	0.262628074
ENSMUSG00000106918	-0.038220661	0.007924143	0.014792137	-0.123092665	-0.058804026	0.098608027	0.142560681	3.700933541	10.00719654	0.188166013	0.262661396
ENSMUSG00000028457	0.572115453	0.34722823	0.394013719	-0.225450614	-0.188847166	-0.135728411	0.012069189	-0.420956223	10.00534595	0.188270719	0.262768657
ENSMUSG00000028874	0.298531324	0.300013567	-0.089007084	0.193030213	-0.248698785	-0.086243773	0.336595916	1.14254655	10.00514713	0.188281972	0.262768657
ENSMUSG00000017686	0.047594054	0.00201715	-0.040896194	0.123444109	0.029422764	0.115867638	0.119456139	5.146615583	10.00456164	0.188315111	0.262768657
ENSMUSG00000044361	0.085208131	-0.081495794	-0.025133643	0.343691193	0.324641584	0.185886594	-0.04599383	2.814911513	10.0045404	0.188316313	0.262768657
ENSMUSG00000045502	0.793977333	0.164454995	0.486596511	-0.311854209	0.087027385	0.094327398	0.693098611	0.483281748	10.00387677	0.188353881	0.262795449
ENSMUSG00000037989	-0.232819403	-0.857528563	-0.658866404	-0.454234985	-0.257211773	-0.607844666	-0.105581917	-0.464658706	10.00347626	0.188376557	0.26280146
ENSMUSG00000047730	-0.941904163	-1.157333131	-0.770932713	-0.793476297	-0.725866099	-0.429404143	-0.664803152	-0.538027802	10.0023308	0.188441422	0.262866322
ENSMUSG00000051278	-0.548387266	-0.189796002	0.104174506	-1.150038632	-0.49431118	-0.090207832	-0.494392374	-0.626625424	9.997998504	0.188686919	0.2631669
ENSMUSG00000063739	0.403667394	0.184456899	0.15991879	-0.123225343	-0.037153474	0.634976186	-0.122483422	-0.335965584	9.997879186	0.188693684	0.2631669
ENSMUSG00000026430	0.239008438	0.370911643	0.17785529	0.118621279	0.083894679	0.036456958	0.201213431	3.387373526	9.996757982	0.188757264	0.263229916
ENSMUSG00000031871	0.138825312	0.197990113	0.047578723	0.121739874	0.010218521	0.104797911	0.184107063	4.94285448	9.996191628	0.188789387	0.263249055
ENSMUSG00000106087	-0.321084654	-0.410208909	-0.444155288	-0.385374295	-0.094845276	0.027071763	-0.830905292	-0.099177137	9.9922336	0.18901401	0.263519339
ENSMUSG00000044795	-0.092802586	-0.016566395	-0.006996717	0.044828358	0.224072534	0.08466375	0.069353831	3.393171767	9.992127099	0.189020057	0.263519339
ENSMUSG00000060860	-0.323479465	-0.149046084	-0.065100118	-0.203778376	-0.157007444	-0.08829595	-0.128822284	4.01192905	9.991508969	0.189055158	0.263542595
ENSMUSG00000014075	0.4639336	0.734812041	0.049366814	0.645471827	-0.032519311	0.082688054	-0.046913185	-0.463652864	9.991069536	0.189080114	0.263551707
ENSMUSG00000110411	0.782362933	0.72424614	0.137507261	-0.710739526	0.255056128	-0.102200247	0.089524943	-0.895965867	9.988611783	0.189219747	0.263711175
ENSMUSG00000031433	-0.083001288	0.482471473	-0.031321359	0.023972186	-0.046652996	0.435664885	0.083933297	0.946458736	9.988407033	0.189231383	0.263711175
ENSMUSG00000021385	0.079833224	0.190724493	0.096008456	0.129356423	0.199804007	-0.127525765	0.117634536	3.252876492	9.98495291	0.189427778	0.263959159
ENSMUSG00000048106	0.056780186	0.223404365	-0.114371544	0.178565217	0.093702938	0.148329124	0.111235862	3.085816844	9.982547709	0.189564633	0.264124137
ENSMUSG00000020495	0.212990292	0.073603994	0.207234119	0.044822062	0.167890171	0.240504494	0.174908088	3.266741234	9.98170953	0.189612344	0.26416489
ENSMUSG00000055632	0.538013048	0.07457121	0.060257023	-0.085553011	0.036547843	0.143874323	-0.709749879	-0.211992912	9.97974413	0.189724259	0.264295073
ENSMUSG00000047187	-0.097119366	-0.10108116	0.002129608	0.054074163	-0.01176429	-0.044642583	-0.09239102	6.372382004	9.975209789	0.189982665	0.264629281
ENSMUSG00000038510	-0.072049429	0.161031131	-0.059603052	0.098501383	-0.180217532	-0.257011745	-0.137727086	2.282386766	9.973132449	0.190101148	0.264757244
ENSMUSG00000066880	0.133247203	0.215103051	0.009870477	0.143921668	0.105080648	0.096655805	0.293438857	3.837418904	9.972950292	0.19011154	0.264757244
ENSMUSG00000101655	-0.043291209	-0.739523473	-0.250467434	-0.67634197	-0.230680955	-0.065573459	-0.137135051	0.106940449	9.969342625	0.190317462	0.265018223
ENSMUSG00000016918	-0.835849852	-0.36545687	-0.290167583	-0.626688832	-0.617199945	-0.26164072	-0.374493834	0.191243396	9.968619435	0.190358763	0.265049939
ENSMUSG00000031520	0.160021555	0.224600958	-0.202472828	0.138507081	0.069262817	-0.116004052	-0.160553042	1.648396372	9.967912327	0.190399153	0.265080381
ENSMUSG00000069171	0.05155269	-0.241914676	-0.182950239	-0.268778245	0.159890182	0.037270614	0.487774759	-0.403695441	9.967105909	0.190445224	0.265118725
ENSMUSG00000057322	-0.180774195	-0.058499815	-0.034720241	0.039340796	-6.13E-05	0.035797595	-0.042629633	5.384680404	9.966305624	0.190490954	0.265156587
ENSMUSG00000062783	-0.572166963	-0.060368164	-0.251292059	-0.108393701	-0.652366119	-0.266116515	0.371687474	-0.661019211	9.964846654	0.190574345	0.265246861
ENSMUSG00000031662	-1.036517968	-0.586753378	-0.249413147	0.396621705	-0.448392365	-0.565177359	-0.378621043	-0.793139185	9.964447968	0.190597139	0.265252783
ENSMUSG00000028882	0.064884459	-0.061203004	-0.010447596	0.289408125	0.053420926	0.118545213	0.13300469	3.280578722	9.962585927	0.190703624	0.265375166
ENSMUSG00000107997	0.975909689	1.428170657	0.190484604	1.244742142	0.08767522	1.211078085	0.777695506	-1.601835057	9.955258884	0.191123118	0.265933052
ENSMUSG00000085379	-1.398001553	-0.391593781	-0.34771084	-0.045709165	0.226106077	-0.395315288	-0.619338518	-1.150368406	9.953649032	0.191215389	0.266035569
ENSMUSG00000001119	0.02492129	-0.035163808	-0.070763766	-0.150662791	-0.338359357	-0.120608201	-0.040450252	3.748652086	9.950903759	0.191372824	0.266228719
ENSMUSG00000021901	0.068529041	0.109561543	-0.055473794	0.094700996	-0.022977101	-0.017178867	-0.013596743	5.387801911	9.949401665	0.191459011	0.266322724
ENSMUSG00000030304	-0.032373921	-0.077393282	0.084679837	-0.04460458	0.053813835	0.089439704	0.113373892	4.829029101	9.948040592	0.191537135	0.266405495
ENSMUSG00000013787	-0.1074218	-0.173571668	-0.059162532	-0.119085313	-0.078199981	-0.161981769	-0.199434355	6.10163859	9.946828854	0.191606709	0.266470908
ENSMUSG00000022307	0.055835191	0.039455652	0.035018914	0.115795967	-0.078454149	-0.011070975	0.027135417	5.862529661	9.946572816	0.191621412	0.266470908
ENSMUSG00000103553	1.417122734	1.110228815	1.043308435	0.932441821	0.436240136	0.305199087	0.579582051	-1.773124897	9.942938326	0.191830232	0.26673537
ENSMUSG00000054836	0.198291175	0.337638362	0.116835824	0.093127473	0.379505882	0.391448646	0.305802067	1.750870939	9.942236019	0.191870605	0.266737848
ENSMUSG00000050471	0.095541581	0.315347063	0.166607522	-0.022894935	0.16957991	0.201869782	0.291866533	2.248083673	9.941762696	0.191897818	0.266737848
ENSMUSG00000028291	0.136266227	0.05613438	0.034759442	-0.020091133	-0.068072542	0.220456263	0.184324611	3.487328543	9.941689466	0.191902029	0.266737848
ENSMUSG00000015971	-0.122256107	-0.063684853	-0.072434625	0.103872213	0.007237059	-0.080251351	0.028580711	4.557706324	9.941610246	0.191906584	0.266737848
