"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000023067"	1.21661849807779	4.84745699847575	2.28344321174877e-12	1.56716772514371e-08
"ENSMUSG00000020429"	1.050459881081	5.04893564614614	2.37413683554568e-12	1.56716772514371e-08
"ENSMUSG00000025271"	0.579902667272935	5.10926595650054	4.41617255853772e-11	1.9434103372605e-07
"ENSMUSG00000078234"	-0.63963632579578	5.3123769880893	8.51297996282097e-11	2.80970903672906e-07
"ENSMUSG00000040128"	0.588852391537549	4.91713692644964	1.08861228008086e-10	2.87437186432551e-07
"ENSMUSG00000022010"	-0.719363816445236	6.64730060115315	3.07666431613737e-10	6.76968705027427e-07
"ENSMUSG00000023073"	0.905595456787115	4.14832692009022	8.15073802907217e-10	1.53722919228301e-06
"ENSMUSG00000029657"	0.653704319980909	5.7817473605794	1.95938376225429e-09	3.23347305366014e-06
"ENSMUSG00000044468"	0.81205675761875	3.53054619293111	6.50463931690315e-09	9.54158314019504e-06
"ENSMUSG00000060733"	0.502529588626448	5.97425385339479	7.36007579246272e-09	9.71677206120928e-06
"ENSMUSG00000021750"	2.29776783908435	-0.101980634061361	9.47506500572487e-09	1.13718007459618e-05
"ENSMUSG00000032599"	0.798830724795262	4.6925879225132	1.15952880333453e-08	1.27567493846854e-05
"ENSMUSG00000024222"	1.01788001126625	6.7252299347329	1.90928898005578e-08	1.93895639343818e-05
"ENSMUSG00000025195"	0.557568153845346	5.83497795734453	2.0586423760656e-08	1.94129976062986e-05
"ENSMUSG00000038167"	-0.587469620905558	4.177564939841	2.34092292914691e-08	1.99504909754723e-05
"ENSMUSG00000003134"	0.584085927625296	4.10958831413714	2.46778688974966e-08	1.99504909754723e-05
"ENSMUSG00000036611"	-0.530370645969772	4.66520428655164	2.56899217226957e-08	1.99504909754723e-05
"ENSMUSG00000001670"	0.837302212924543	10.4298360511828	3.84877094704086e-08	2.8228596690463e-05
"ENSMUSG00000042246"	1.10332225063736	2.57753369111902	4.72455164890299e-08	3.28281741414828e-05
"ENSMUSG00000028525"	-0.749974349242622	3.54319281593887	5.2830320316854e-08	3.48732944411553e-05
"ENSMUSG00000031765"	1.26391421869559	6.62147568241212	5.65319002003892e-08	3.55397212593113e-05
"ENSMUSG00000021133"	0.502945992686119	6.38685071475602	6.71838811172177e-08	4.03164362958868e-05
"ENSMUSG00000044167"	0.496138741866925	5.85064793520671	1.00446967484824e-07	5.76565593362889e-05
"ENSMUSG00000012123"	-0.947186844211451	3.86616699008462	1.73440857289709e-07	9.45265800507575e-05
"ENSMUSG00000047496"	-0.618634251359263	4.62267441133333	1.79000492445761e-07	9.45265800507575e-05
"ENSMUSG00000067219"	1.34256812974099	3.08999544356387	2.80016960230054e-07	0.000142183996498353
"ENSMUSG00000019944"	0.508469042541358	6.61300222941535	2.90805533433872e-07	0.000142193135273851
"ENSMUSG00000003644"	-0.5807632497275	4.87743969889582	3.11334083405727e-07	0.0001467940203258
"ENSMUSG00000021134"	-0.52584825622292	6.18744521912817	3.67195237633291e-07	0.000167162466456369
"ENSMUSG00000031762"	1.39074422603816	5.99709865853462	3.88520756119974e-07	0.00017097503407653
"ENSMUSG00000066687"	1.69343884955571	4.95753077092136	6.60666681814354e-07	0.000281358759139132
"ENSMUSG00000056749"	0.668037380872752	4.18508740776135	7.20130869237327e-07	0.000292351230990777
"ENSMUSG00000037465"	-0.690745520817538	4.8141321551669	7.30767355150405e-07	0.000292351230990777
"ENSMUSG00000048489"	0.970479601185343	4.720531521481	7.57134284337839e-07	0.000293990788877299
"ENSMUSG00000022270"	0.591924807648322	5.62779414555572	8.85002499091424e-07	0.000333822942657285
"ENSMUSG00000025316"	0.607058501697933	2.92881404256279	9.63367556748314e-07	0.000353288291227534
"ENSMUSG00000047492"	-0.516551958594389	7.06185290762979	1.02893833823713e-06	0.000363334190750752
"ENSMUSG00000013275"	-0.731270620770683	2.55168512288641	1.04580360919017e-06	0.000363334190750752
"ENSMUSG00000036006"	-1.02026878400483	1.71930118380593	1.78922850649515e-06	0.000605676788275615
"ENSMUSG00000041132"	0.399195751319923	5.6751840529874	1.96403419068435e-06	0.000648229484635371
"ENSMUSG00000041471"	0.537892740165084	4.83677025222784	2.16106740687139e-06	0.000695863705012588
"ENSMUSG00000020261"	-0.383326100388599	5.08378628728629	2.79772070170036e-06	0.000879416873901145
"ENSMUSG00000054252"	-0.50888071282942	5.02944498012757	2.89478370280383e-06	0.000888765917312005
"ENSMUSG00000019997"	0.70490055335606	4.34064420948853	3.06254102129406e-06	0.000918901512798276
"ENSMUSG00000022388"	1.2465708739712	0.365827409957826	3.28227104274439e-06	0.000962945384584698
"ENSMUSG00000024816"	-0.530293043570599	4.61989615569352	3.59405785575158e-06	0.0010314946046007
"ENSMUSG00000020190"	0.480738806210888	8.19167465189753	3.93289720211036e-06	0.00110472572047364
"ENSMUSG00000029804"	-0.579534703219355	3.18091650144104	4.10532091148366e-06	0.00112913430569599
"ENSMUSG00000028051"	-0.440223254661503	5.97215614262791	4.39103868411848e-06	0.00117340393075588
"ENSMUSG00000006456"	0.531838245619679	3.85331092488228	4.44403851975411e-06	0.00117340393075588
"ENSMUSG00000027947"	0.721249943624737	6.1401005403442	4.59054759257522e-06	0.00117448314818129
"ENSMUSG00000027397"	-0.393077614219554	5.33626270871429	4.62605087906584e-06	0.00117448314818129
"ENSMUSG00000020593"	1.01116746219077	8.04947069444028	4.91381019391719e-06	0.00122400230528481
"ENSMUSG00000045094"	0.566764950698929	4.11884426969337	5.44857636407362e-06	0.00131135463074416
"ENSMUSG00000048249"	0.457224932811273	4.75473716215534	5.50995922559555e-06	0.00131135463074416
"ENSMUSG00000019960"	-0.50803750644207	5.39541074295635	5.56247987590313e-06	0.00131135463074416
"ENSMUSG00000028211"	0.539506906058101	6.17539972139414	5.6836015325217e-06	0.0013164018847781
"ENSMUSG00000030103"	-0.582243626768841	7.28377487383453	7.2153772359459e-06	0.00164236914256824
"ENSMUSG00000040170"	0.529135717709011	5.70724557346712	8.69599359930889e-06	0.00194583911013688
"ENSMUSG00000009569"	0.377764638255289	5.21447986135809	9.73791319417717e-06	0.00214266549982545
"ENSMUSG00000078650"	-0.848740498063765	9.04905180419397	9.96167372260852e-06	0.00215596748337504
"ENSMUSG00000056608"	0.420444735154068	6.72629000740806	1.04673050917981e-05	0.00222886067454707
"ENSMUSG00000031770"	0.439804245954735	9.0915775955587	1.29385572632648e-05	0.0026862187299637
"ENSMUSG00000020108"	0.762963322713101	4.35992693773166	1.30221177637992e-05	0.0026862187299637
"ENSMUSG00000029167"	0.624406671420296	2.92050509520072	1.50820019060052e-05	0.00306327060250892
"ENSMUSG00000053613"	-0.904846849408551	0.831416505430602	1.61530786470218e-05	0.00323110521663608
"ENSMUSG00000027962"	0.81152821922505	4.29531570389406	1.7440239524258e-05	0.00340687168528351
"ENSMUSG00000041025"	-0.462494939288525	4.71626222969749	1.76746111676008e-05	0.00340687168528351
"ENSMUSG00000038859"	0.356507447975926	5.77748852277072	1.78059495746525e-05	0.00340687168528351
"ENSMUSG00000029385"	0.608392542622806	3.60782691976723	1.89646544557606e-05	0.00357673383035644
"ENSMUSG00000064247"	-0.575016674529013	3.39700287122721	2.05336969275604e-05	0.00381811080053032
